CaseMasterID,PersonID,profile
2741,11634,ring
2741,7471,ring
2741,3587,ring
2742,6026,oneoff
2743,8149,oneoff
2744,5962,oneoff
2745,8943,oneoff
2746,11186,oneoff
2747,605,oneoff
2748,4953,oneoff
2749,7564,oneoff
2750,3574,repeat
2751,3576,oneoff
2752,6308,oneoff
2753,2733,oneoff
2754,4300,oneoff
2755,17,oneoff
2756,3768,repeat
2757,3268,oneoff
2758,2856,repeat
2759,9037,repeat
2760,401,oneoff
2761,8818,oneoff
2762,10303,repeat
2763,6420,oneoff
2764,10352,oneoff
2765,3719,oneoff
2766,11356,oneoff
2767,9534,oneoff
2768,7342,oneoff
2769,9677,oneoff
2770,3988,oneoff
2771,8314,oneoff
2772,3240,repeat
2773,2333,oneoff
2774,9190,oneoff
2775,3007,repeat
2776,7624,oneoff
2777,10029,oneoff
2778,11935,oneoff
2779,9909,oneoff
2780,2301,oneoff
2781,7249,oneoff
2782,80,oneoff
2783,2881,ring
2783,4951,ring
2784,8270,oneoff
2785,9832,repeat
2786,10256,oneoff
2787,4017,oneoff
2788,9259,oneoff
2789,11206,repeat
2790,9740,oneoff
2791,10694,oneoff
2792,6377,oneoff
2793,9442,oneoff
2794,5055,oneoff
2795,3350,oneoff
2796,3538,oneoff
2797,9380,repeat
2798,7969,oneoff
2799,8801,oneoff
2800,7826,oneoff
2801,5220,repeat
2802,10666,oneoff
2803,1707,oneoff
2804,149,oneoff
2805,11979,oneoff
2806,373,oneoff
2807,4638,oneoff
2808,5455,oneoff
2809,5640,oneoff
2810,11668,oneoff
2811,6320,repeat
2812,9174,oneoff
2813,11098,oneoff
2814,5568,oneoff
2815,6663,oneoff
2816,4112,repeat
2817,7678,oneoff
2818,1272,oneoff
2819,3930,oneoff
2820,8752,oneoff
2821,2430,oneoff
2822,11612,oneoff
2823,9370,oneoff
2824,1869,oneoff
2825,7137,oneoff
2826,8770,oneoff
2827,4387,oneoff
2828,11862,oneoff
2829,8762,oneoff
2830,2247,oneoff
2831,3836,oneoff
2832,3574,repeat
2833,9052,oneoff
2834,6119,oneoff
2835,5740,oneoff
2836,11703,oneoff
2837,798,oneoff
2838,1513,repeat
2839,11480,oneoff
2840,4075,oneoff
2841,8920,oneoff
2842,1774,repeat
2843,532,oneoff
2844,1447,repeat
2845,10778,oneoff
2846,7744,oneoff
2847,5919,oneoff
2848,4690,oneoff
2849,6086,oneoff
2850,5056,oneoff
2851,6415,oneoff
2852,7291,oneoff
2853,1996,repeat
2854,2517,oneoff
2855,6983,repeat
2856,701,oneoff
2857,275,repeat
2858,1222,repeat
2859,2210,oneoff
2860,7192,oneoff
2861,10466,repeat
2862,5466,oneoff
2863,10316,oneoff
2864,4989,oneoff
2865,11299,oneoff
2866,7618,repeat
2867,7875,oneoff
2868,9589,oneoff
2869,7328,oneoff
2870,11641,oneoff
2871,7702,oneoff
2872,6531,oneoff
2873,661,oneoff
2874,8997,oneoff
2875,9884,oneoff
2876,11373,oneoff
2877,7164,oneoff
2878,3623,oneoff
2879,4665,oneoff
2880,6731,oneoff
2881,10287,repeat
2882,8673,oneoff
2883,4176,oneoff
2884,4281,oneoff
2885,8856,oneoff
2886,3843,oneoff
2887,1764,oneoff
2888,1404,oneoff
2889,10748,repeat
2890,8912,oneoff
2891,9104,oneoff
2892,1691,oneoff
2893,2114,oneoff
2894,23,oneoff
2895,2516,oneoff
2896,6066,oneoff
2897,6399,oneoff
2898,7460,oneoff
2899,11099,oneoff
2900,6427,oneoff
2901,8754,oneoff
2902,7521,oneoff
2903,9325,repeat
2904,3816,oneoff
2905,9831,oneoff
2906,6136,oneoff
2907,10182,oneoff
2908,458,oneoff
2909,11844,oneoff
2910,10363,oneoff
2911,8223,oneoff
2912,2577,oneoff
2913,10102,oneoff
2914,1457,oneoff
2915,4059,oneoff
2916,6596,oneoff
2917,9328,oneoff
2918,2209,oneoff
2919,8714,repeat
2920,5254,oneoff
2921,2604,oneoff
2922,3050,oneoff
2923,2708,oneoff
2924,8705,oneoff
2925,9820,oneoff
2926,9851,repeat
2927,1058,oneoff
2928,3571,oneoff
2929,7780,oneoff
2930,7719,oneoff
2931,2693,oneoff
2932,11580,oneoff
2933,1820,oneoff
2934,8085,oneoff
2935,5231,oneoff
2936,5826,repeat
2937,9856,oneoff
2938,7547,oneoff
2939,1146,oneoff
2940,714,oneoff
2941,4754,repeat
2942,2230,oneoff
2943,5375,oneoff
2944,10069,oneoff
2945,1974,oneoff
2946,1033,oneoff
2947,230,oneoff
2948,7487,oneoff
2949,10473,oneoff
2950,8143,repeat
2951,8092,oneoff
2952,10791,oneoff
2953,2070,oneoff
2954,5082,oneoff
2955,6030,oneoff
2956,1102,oneoff
2957,5154,oneoff
2958,2621,oneoff
2959,9703,oneoff
2960,3674,oneoff
2961,9951,oneoff
2962,6996,oneoff
2963,6795,oneoff
2964,4051,oneoff
2965,11920,oneoff
2966,9908,oneoff
2967,3471,oneoff
2968,11214,oneoff
2969,6504,oneoff
2970,11803,oneoff
2971,552,oneoff
2972,5562,oneoff
2973,5213,oneoff
2974,886,oneoff
2975,10481,oneoff
2976,5598,oneoff
2977,6404,oneoff
2978,1192,oneoff
2979,11542,oneoff
2980,1689,oneoff
2981,10361,oneoff
2982,7289,repeat
2983,2875,oneoff
2984,8872,oneoff
2985,1039,oneoff
2986,8633,repeat
2987,4151,repeat
2988,11526,oneoff
2989,1309,oneoff
2990,3231,repeat
2991,11750,oneoff
2992,2057,oneoff
2993,8792,oneoff
2994,11027,oneoff
2995,11085,oneoff
2996,2222,oneoff
2997,8459,oneoff
2998,3553,oneoff
2999,9240,oneoff
3000,5757,oneoff
3001,11350,oneoff
3002,8524,oneoff
3003,2145,oneoff
3004,10404,oneoff
3005,6547,oneoff
3006,2820,oneoff
3007,4011,oneoff
3008,8377,oneoff
3009,1944,oneoff
3010,2669,oneoff
3011,7055,oneoff
3012,1481,oneoff
3013,3149,repeat
3014,8944,oneoff
3015,5135,oneoff
3016,8188,oneoff
3017,10085,oneoff
3018,2144,oneoff
3019,9105,oneoff
3020,6555,oneoff
3021,3412,oneoff
3022,7635,oneoff
3023,10012,oneoff
3024,9765,oneoff
3025,7501,ring
3025,7762,ring
3026,6465,repeat
3027,11484,oneoff
3028,3465,oneoff
3029,9569,oneoff
3030,7706,oneoff
3031,4897,repeat
3032,4385,oneoff
3033,7916,oneoff
3034,7889,oneoff
3035,10973,oneoff
3036,7023,oneoff
3037,1460,oneoff
3038,9279,oneoff
3039,4823,oneoff
3040,5114,oneoff
3041,164,oneoff
3042,2020,oneoff
3043,8506,ring
3043,7340,ring
3043,656,ring
3044,10014,oneoff
3045,8660,oneoff
3046,644,oneoff
3047,924,oneoff
3048,2061,oneoff
3049,8079,oneoff
3050,208,oneoff
3051,592,oneoff
3052,10283,repeat
3053,8704,ring
3053,4286,ring
3053,11063,ring
3053,3652,ring
3054,11921,oneoff
3055,9244,oneoff
3056,5472,oneoff
3057,2702,oneoff
3058,11173,oneoff
3059,2351,oneoff
3060,8145,repeat
3061,11201,repeat
3062,893,oneoff
3063,11003,oneoff
3064,9720,oneoff
3065,11235,oneoff
3066,9673,oneoff
3067,8110,oneoff
3068,1194,oneoff
3069,5724,oneoff
3070,11820,oneoff
3071,10271,oneoff
3072,9952,oneoff
3073,5356,repeat
3074,11366,oneoff
3075,9469,oneoff
3076,6433,oneoff
3077,5561,oneoff
3078,4361,oneoff
3079,2415,oneoff
3080,9656,oneoff
3081,3758,oneoff
3082,11849,repeat
3083,1795,oneoff
3084,8291,oneoff
3085,1983,oneoff
3086,8763,oneoff
3087,6117,oneoff
3088,11338,oneoff
3089,9650,oneoff
3090,6452,oneoff
3091,7513,oneoff
3092,10728,repeat
3093,9986,repeat
3094,8057,oneoff
3095,11323,oneoff
3096,6785,oneoff
3097,609,oneoff
3098,3134,oneoff
3099,10892,oneoff
3100,583,oneoff
3101,7696,oneoff
3102,6315,oneoff
3103,7259,oneoff
3104,2138,oneoff
3105,6718,oneoff
3106,7488,repeat
3107,4731,oneoff
3108,11455,oneoff
3109,1551,oneoff
3110,3736,oneoff
3111,1571,oneoff
3112,3210,oneoff
3113,7143,oneoff
3114,7088,repeat
3115,99,oneoff
3116,3839,oneoff
3117,8736,oneoff
3118,8365,oneoff
3119,8294,oneoff
3120,5542,oneoff
3121,4774,oneoff
3122,3231,repeat
3123,622,oneoff
3124,1767,oneoff
3125,10828,oneoff
3126,5174,oneoff
3127,6151,ring
3127,1165,ring
3128,2378,oneoff
3129,5909,oneoff
3130,6671,oneoff
3131,1791,oneoff
3132,7161,repeat
3133,799,oneoff
3134,7723,oneoff
3135,6977,oneoff
3136,6320,repeat
3137,11309,oneoff
3138,3958,oneoff
3139,8848,repeat
3140,4283,repeat
3141,2037,repeat
3142,7358,oneoff
3143,4754,repeat
3144,11207,oneoff
3145,10111,oneoff
3146,6018,oneoff
3147,4062,oneoff
3148,6151,ring
3148,1165,ring
3148,7471,ring
3149,7429,oneoff
3150,1614,oneoff
3151,2328,oneoff
3152,11996,oneoff
3153,6897,oneoff
3154,2481,oneoff
3155,330,repeat
3156,5678,oneoff
3157,10704,oneoff
3158,598,repeat
3159,11004,oneoff
3160,6562,oneoff
3161,8,oneoff
3162,8277,oneoff
3163,2612,oneoff
3164,7337,repeat
3165,485,oneoff
3166,1902,repeat
3167,5545,oneoff
3168,8881,oneoff
3169,6151,ring
3169,7471,ring
3169,377,ring
3169,9350,ring
3170,11202,oneoff
3171,6863,oneoff
3172,9205,repeat
3173,5117,oneoff
3174,4762,oneoff
3175,8268,oneoff
3176,6205,oneoff
3177,2339,oneoff
3178,5346,oneoff
3179,11594,oneoff
3180,10406,repeat
3181,3611,oneoff
3182,11634,ring
3182,2782,ring
3183,2888,oneoff
3184,5058,oneoff
3185,11319,oneoff
3186,1472,repeat
3187,262,oneoff
3188,287,oneoff
3189,3587,ring
3189,6151,ring
3189,2782,ring
3189,9350,ring
3190,1942,oneoff
3191,4233,oneoff
3192,10512,repeat
3193,11634,ring
3193,3587,ring
3193,2782,ring
3193,9350,ring
3194,6781,oneoff
3195,1465,repeat
3196,4897,repeat
3197,3277,oneoff
3198,9496,oneoff
3199,7330,oneoff
3200,624,oneoff
3201,6100,repeat
3202,703,oneoff
3203,3779,oneoff
3204,9012,oneoff
3205,2361,oneoff
3206,7296,oneoff
3207,6661,oneoff
3208,6045,oneoff
3209,9380,repeat
3210,2649,oneoff
3211,7348,oneoff
3212,5372,oneoff
3213,10815,oneoff
3214,5229,oneoff
3215,3692,oneoff
3216,685,oneoff
3217,4468,oneoff
3218,947,repeat
3219,7496,oneoff
3220,9447,oneoff
3221,942,oneoff
3222,9863,oneoff
3223,736,repeat
3224,1563,oneoff
3225,8637,oneoff
3226,3800,oneoff
3227,11763,oneoff
3228,4635,repeat
3229,6422,oneoff
3230,3955,oneoff
3231,10614,oneoff
3232,6941,oneoff
3233,4438,repeat
3234,9485,oneoff
3235,268,oneoff
3236,10651,oneoff
3237,11395,repeat
3238,9501,oneoff
3239,11143,oneoff
3240,3061,oneoff
3241,7152,repeat
3242,11431,oneoff
3243,599,oneoff
3244,11427,oneoff
3245,3429,oneoff
3246,6447,oneoff
3247,3922,oneoff
3248,8578,oneoff
3249,1755,oneoff
3250,1056,repeat
3251,6601,oneoff
3252,9461,oneoff
3253,10312,oneoff
3254,7258,oneoff
3255,2380,oneoff
3256,6567,oneoff
3257,1608,repeat
3258,11489,oneoff
3259,6916,oneoff
3260,1713,oneoff
3261,8136,oneoff
3262,10996,oneoff
3263,6191,oneoff
3264,1111,oneoff
3265,4685,oneoff
3266,157,oneoff
3267,2004,oneoff
3268,6494,oneoff
3269,10867,oneoff
3270,6288,oneoff
3271,11945,oneoff
3272,3921,oneoff
3273,9040,oneoff
3274,8118,repeat
3275,6811,oneoff
3276,3149,repeat
3277,451,oneoff
3278,7152,repeat
3279,6182,oneoff
3280,6065,oneoff
3281,7526,oneoff
3282,4735,oneoff
3283,6520,oneoff
3284,968,oneoff
3285,8396,repeat
3286,8370,oneoff
3287,6258,oneoff
3288,469,oneoff
3289,7743,oneoff
3290,4753,oneoff
3291,9651,oneoff
3292,10846,repeat
3293,1829,oneoff
3294,7543,oneoff
3295,1160,oneoff
3296,4851,oneoff
3297,11268,repeat
3298,1733,ring
3298,10943,ring
3299,11247,oneoff
3300,6512,oneoff
3301,11875,oneoff
3302,3762,oneoff
3303,1405,oneoff
3304,6854,oneoff
3305,8066,repeat
3306,11063,ring
3306,8905,ring
3306,8704,ring
3306,3652,ring
3307,4629,repeat
3308,2655,oneoff
3309,143,oneoff
3310,2720,oneoff
3311,4703,oneoff
3312,5794,oneoff
3313,6286,oneoff
3314,10298,oneoff
3315,11412,oneoff
3316,11128,oneoff
3317,433,oneoff
3318,7158,oneoff
3319,11514,oneoff
3320,10570,oneoff
3321,10930,oneoff
3322,2013,oneoff
3323,4182,oneoff
3324,11217,oneoff
3325,7970,oneoff
3326,5628,repeat
3327,10265,oneoff
3328,5522,oneoff
3329,10784,repeat
3330,8062,oneoff
3331,6653,repeat
3332,5195,oneoff
3333,7395,oneoff
3334,11074,oneoff
3335,9235,oneoff
3336,7318,oneoff
3337,11687,oneoff
3338,6983,repeat
3339,10296,oneoff
3340,11029,oneoff
3341,2786,oneoff
3342,11353,oneoff
3343,9239,oneoff
3344,6970,oneoff
3345,10611,oneoff
3346,2856,repeat
3347,10283,repeat
3348,41,oneoff
3349,9663,oneoff
3350,8452,oneoff
3351,9882,oneoff
3352,10283,repeat
3353,8526,repeat
3354,10926,oneoff
3355,9161,oneoff
3356,5851,oneoff
3357,3275,oneoff
3358,2037,repeat
3359,5500,oneoff
3360,10168,oneoff
3361,9626,oneoff
3362,2581,oneoff
3363,11503,oneoff
3364,10943,ring
3364,8506,ring
3365,5276,oneoff
3366,10236,oneoff
3367,1525,oneoff
3368,676,oneoff
3369,1375,oneoff
3370,8033,oneoff
3371,5220,repeat
3372,4897,repeat
3373,7319,oneoff
3374,9694,oneoff
3375,10677,oneoff
3376,3602,oneoff
3377,4684,oneoff
3378,745,oneoff
3379,7641,oneoff
3380,350,oneoff
3381,1479,oneoff
3382,6733,oneoff
3383,6466,oneoff
3384,10263,oneoff
3385,11452,oneoff
3386,414,oneoff
3387,8175,oneoff
3388,3829,oneoff
3389,1889,oneoff
3390,1510,oneoff
3391,789,oneoff
3392,5656,oneoff
3393,297,repeat
3394,8977,oneoff
3395,196,oneoff
3396,2054,oneoff
3397,1209,oneoff
3398,2449,oneoff
3399,4097,oneoff
3400,7600,oneoff
3401,2315,oneoff
3402,3825,oneoff
3403,6869,oneoff
3404,9564,oneoff
3405,4482,oneoff
3406,3624,repeat
3407,7997,oneoff
3408,11103,oneoff
3409,4201,repeat
3410,2881,ring
3410,4951,ring
3410,9346,ring
3410,7762,ring
3411,7792,oneoff
3412,2865,oneoff
3413,8529,oneoff
3414,5159,repeat
3415,6342,repeat
3416,310,repeat
3417,9963,repeat
3418,5538,oneoff
3419,6058,repeat
3420,1487,oneoff
3421,11840,oneoff
3422,5943,oneoff
3423,6949,oneoff
3424,4907,oneoff
3425,9460,oneoff
3426,1352,oneoff
3427,9310,oneoff
3428,3344,repeat
3429,1182,oneoff
3430,4758,oneoff
3431,5103,oneoff
3432,9840,repeat
3433,4807,oneoff
3434,9795,oneoff
3435,10990,oneoff
3436,2014,oneoff
3437,10011,oneoff
3438,7910,repeat
3439,5611,oneoff
3440,11111,oneoff
3441,1842,oneoff
3442,10251,oneoff
3443,5027,oneoff
3444,10123,oneoff
3445,873,oneoff
3446,10636,oneoff
3447,185,oneoff
3448,3185,oneoff
3449,5803,oneoff
3450,8714,repeat
3451,11409,oneoff
3452,5958,oneoff
3453,9337,oneoff
3454,5237,repeat
3455,1222,repeat
3456,5119,oneoff
3457,1384,oneoff
3458,10641,oneoff
3459,1165,ring
3459,7471,ring
3459,2782,ring
3459,11634,ring
3460,3716,oneoff
3461,8402,oneoff
3462,11265,oneoff
3463,9357,oneoff
3464,3390,oneoff
3465,6190,oneoff
3466,169,repeat
3467,9088,repeat
3468,6393,oneoff
3469,9141,oneoff
3470,3400,oneoff
3471,4722,oneoff
3472,8561,oneoff
3473,10370,oneoff
3474,10213,repeat
3475,3124,oneoff
3476,6726,oneoff
3477,10447,oneoff
3478,10490,oneoff
3479,5941,oneoff
3480,11343,oneoff
3481,7151,oneoff
3482,10013,oneoff
3483,6264,repeat
3484,5988,repeat
3485,5572,oneoff
3486,1009,oneoff
3487,10984,oneoff
3488,8813,oneoff
3489,9467,oneoff
3490,7070,repeat
3491,1816,oneoff
3492,955,oneoff
3493,3899,oneoff
3494,339,oneoff
3495,8105,oneoff
3496,2763,oneoff
3497,6028,oneoff
3498,5173,oneoff
3499,3959,oneoff
3500,9654,oneoff
3501,205,oneoff
3502,2553,oneoff
3503,9287,repeat
3504,1885,oneoff
3505,11962,oneoff
3506,5628,repeat
3507,9237,oneoff
3508,6488,repeat
3509,7897,oneoff
3510,11196,oneoff
3511,10116,oneoff
3512,1665,oneoff
3513,395,oneoff
3514,4754,repeat
3515,11812,oneoff
3516,11911,oneoff
3517,330,repeat
3518,6552,oneoff
3519,4100,oneoff
3520,10441,oneoff
3521,2336,oneoff
3522,1899,oneoff
3523,10525,oneoff
3524,1447,repeat
3525,11802,oneoff
3526,5605,oneoff
3527,4778,oneoff
3528,4420,oneoff
3529,11849,repeat
3530,7225,oneoff
3531,9815,oneoff
3532,3007,repeat
3533,9403,oneoff
3534,9969,oneoff
3535,7674,repeat
3536,7634,oneoff
3537,1861,oneoff
3538,1152,oneoff
3539,10621,repeat
3540,10141,oneoff
3541,1513,repeat
3542,2719,oneoff
3543,3583,oneoff
3544,8767,oneoff
3545,10603,oneoff
3546,4113,oneoff
3547,10621,repeat
3548,3337,oneoff
3549,10310,oneoff
3550,1506,oneoff
3551,2295,oneoff
3552,3321,oneoff
3553,7148,oneoff
3554,5282,oneoff
3555,3207,oneoff
3556,2118,oneoff
3557,367,oneoff
3558,1163,oneoff
3559,1672,oneoff
3560,9378,oneoff
3561,3442,oneoff
3562,6735,oneoff
3563,8017,oneoff
3564,7,oneoff
3565,9788,oneoff
3566,6716,oneoff
3567,5043,oneoff
3568,2664,oneoff
3569,9261,oneoff
3570,9893,oneoff
3571,7787,oneoff
3572,932,oneoff
3573,2058,oneoff
3574,10036,oneoff
3575,11481,oneoff
3576,1871,oneoff
3577,6619,oneoff
3578,3149,repeat
3579,949,oneoff
3580,3788,oneoff
3581,1075,oneoff
3582,5879,oneoff
3583,9427,oneoff
3584,9220,oneoff
3585,10495,oneoff
3586,3496,oneoff
3587,452,oneoff
3588,6365,oneoff
3589,4760,oneoff
3590,11210,oneoff
3591,9242,oneoff
3592,7773,oneoff
3593,4562,oneoff
3594,6743,oneoff
3595,2363,oneoff
3596,6416,oneoff
3597,929,oneoff
3598,4443,oneoff
3599,4101,oneoff
3600,6780,oneoff
3601,2220,oneoff
3602,6983,repeat
3603,2223,oneoff
3604,5801,oneoff
3605,11361,oneoff
3606,8510,oneoff
3607,8226,oneoff
3608,6942,oneoff
3609,803,oneoff
3610,6283,oneoff
3611,7256,repeat
3612,4218,repeat
3613,1733,ring
3613,10943,ring
3614,9210,oneoff
3615,2471,oneoff
3616,5506,repeat
3617,4252,oneoff
3618,10692,oneoff
3619,1981,oneoff
3620,3898,oneoff
3621,3011,repeat
3622,9940,oneoff
3623,3314,oneoff
3624,2406,oneoff
3625,3871,repeat
3626,1977,oneoff
3627,4195,repeat
3628,7548,repeat
3629,8757,oneoff
3630,5031,oneoff
3631,5627,oneoff
3632,966,oneoff
3633,1470,oneoff
3634,11585,oneoff
3635,4971,oneoff
3636,11198,oneoff
3637,391,oneoff
3638,2618,repeat
3639,8690,oneoff
3640,140,oneoff
3641,366,oneoff
3642,11771,oneoff
3643,9619,oneoff
3644,1664,oneoff
3645,6778,oneoff
3646,5121,oneoff
3647,9876,oneoff
3648,9221,oneoff
3649,9193,repeat
3650,11639,oneoff
3651,3926,oneoff
3652,11967,oneoff
3653,2201,oneoff
3654,11491,oneoff
3655,2900,oneoff
3656,2512,repeat
3657,2625,oneoff
3658,1333,oneoff
3659,2721,oneoff
3660,3819,oneoff
3661,10287,repeat
3662,6354,oneoff
3663,3238,oneoff
3664,1162,oneoff
3665,8657,oneoff
3666,1748,oneoff
3667,3718,oneoff
3668,3289,oneoff
3669,6690,oneoff
3670,9293,oneoff
3671,7862,oneoff
3672,1232,oneoff
3673,10821,oneoff
3674,3285,repeat
3675,5826,repeat
3676,568,oneoff
3677,901,oneoff
3678,4871,oneoff
3679,6004,oneoff
3680,2766,repeat
3681,7121,oneoff
3682,7329,oneoff
3683,9873,repeat
3684,8112,oneoff
3685,9386,oneoff
3686,7434,oneoff
3687,2714,repeat
3688,4465,repeat
3689,10015,oneoff
3690,9182,oneoff
3691,4286,ring
3691,3652,ring
3691,8905,ring
3692,3597,repeat
3693,10477,oneoff
3694,1991,oneoff
3695,10375,oneoff
3696,6794,oneoff
3697,3916,oneoff
3698,3622,oneoff
3699,6210,oneoff
3700,3893,oneoff
3701,4809,oneoff
3702,10910,oneoff
3703,9036,oneoff
3704,10190,repeat
3705,9173,oneoff
3706,2885,oneoff
3707,11084,oneoff
3708,9963,repeat
3709,4359,oneoff
3710,1380,repeat
3711,3192,oneoff
3712,1907,oneoff
3713,117,oneoff
3714,7245,oneoff
3715,8205,oneoff
3716,2438,oneoff
3717,4026,oneoff
3718,7922,oneoff
3719,11620,oneoff
3720,2546,oneoff
3721,8945,oneoff
3722,7837,oneoff
3723,9542,oneoff
3724,11859,repeat
3725,8373,oneoff
3726,2830,oneoff
3727,1159,oneoff
3728,4213,oneoff
3729,11642,oneoff
3730,5981,oneoff
3731,3587,ring
3731,11634,ring
3731,6151,ring
3732,4888,oneoff
3733,3997,oneoff
3734,3725,oneoff
3735,5356,repeat
3736,3024,oneoff
3737,6069,oneoff
3738,281,oneoff
3739,2046,oneoff
3740,1253,oneoff
3741,6486,oneoff
3742,11019,oneoff
3743,10728,repeat
3744,712,oneoff
3745,1902,repeat
3746,4250,oneoff
3747,5115,repeat
3748,11190,oneoff
3749,7643,oneoff
3750,7712,oneoff
3751,2907,oneoff
3752,10994,oneoff
3753,10663,repeat
3754,1110,oneoff
3755,3444,oneoff
3756,25,oneoff
3757,10669,oneoff
3758,8926,oneoff
3759,4337,oneoff
3760,8258,oneoff
3761,1996,repeat
3762,2288,oneoff
3763,10964,oneoff
3764,11878,oneoff
3765,2037,repeat
3766,8647,oneoff
3767,9588,oneoff
3768,3252,oneoff
3769,5011,oneoff
3770,5155,oneoff
3771,7598,oneoff
3772,10419,oneoff
3773,1409,oneoff
3774,9224,oneoff
3775,3507,oneoff
3776,3743,oneoff
3777,1952,repeat
3778,8124,oneoff
3779,190,oneoff
3780,5537,oneoff
3781,2140,oneoff
3782,2179,oneoff
3783,5366,oneoff
3784,11284,oneoff
3785,598,repeat
3786,5780,oneoff
3787,5307,oneoff
3788,10278,oneoff
3789,8096,oneoff
3790,7722,oneoff
3791,8005,oneoff
3792,7523,oneoff
3793,6616,oneoff
3794,1530,oneoff
3795,9294,oneoff
3796,10810,oneoff
3797,3022,oneoff
3798,1264,oneoff
3799,4837,oneoff
3800,4057,oneoff
3801,5819,oneoff
3802,10785,oneoff
3803,656,ring
3803,7340,ring
3803,6397,ring
3804,8118,repeat
3805,2250,repeat
3806,2843,oneoff
3807,7568,oneoff
3808,1625,oneoff
3809,9810,oneoff
3810,5924,oneoff
3811,446,oneoff
3812,2894,oneoff
3813,1591,oneoff
3814,11120,oneoff
3815,7653,oneoff
3816,11636,oneoff
3817,11222,oneoff
3818,6839,oneoff
3819,11209,oneoff
3820,11368,oneoff
3821,11388,oneoff
3822,11807,oneoff
3823,1626,oneoff
3824,161,oneoff
3825,6707,oneoff
3826,8437,oneoff
3827,9873,repeat
3828,7001,oneoff
3829,9264,oneoff
3830,1254,oneoff
3831,7391,oneoff
3832,8284,repeat
3833,5723,oneoff
3834,7075,oneoff
3835,8284,repeat
3836,11564,oneoff
3837,6188,oneoff
3838,5060,oneoff
3839,9878,oneoff
3840,7177,oneoff
3841,9685,oneoff
3842,5206,oneoff
3843,7324,oneoff
3844,9730,oneoff
3845,1851,oneoff
3846,3244,oneoff
3847,6502,oneoff
3848,6198,oneoff
3849,2492,oneoff
3850,8951,oneoff
3851,10949,oneoff
3852,4438,repeat
3853,11897,oneoff
3854,8000,oneoff
3855,4838,oneoff
3856,2683,oneoff
3857,5873,oneoff
3858,5539,repeat
3859,10547,oneoff
3860,5928,oneoff
3861,4628,oneoff
3862,5703,oneoff
3863,2277,oneoff
3864,10909,oneoff
3865,6234,oneoff
3866,4318,repeat
3867,6511,oneoff
3868,1993,oneoff
3869,7255,oneoff
3870,6467,oneoff
3871,8145,repeat
3872,3887,oneoff
3873,238,oneoff
3874,3695,oneoff
3875,8233,oneoff
3876,5015,repeat
3877,533,oneoff
3878,6043,oneoff
3879,5002,oneoff
3880,5968,oneoff
3881,7284,oneoff
3882,9641,repeat
3883,5978,oneoff
3884,9899,oneoff
3885,11326,oneoff
3886,5754,oneoff
3887,1952,repeat
3888,11720,oneoff
3889,2645,oneoff
3890,5805,oneoff
3891,1406,oneoff
3892,9827,oneoff
3893,1553,oneoff
3894,5507,repeat
3895,10928,oneoff
3896,8121,oneoff
3897,3411,repeat
3898,6236,oneoff
3899,10032,repeat
3900,8615,oneoff
3901,5481,oneoff
3902,11414,oneoff
3903,5706,oneoff
3904,4166,oneoff
3905,7846,repeat
3906,2311,oneoff
3907,4528,oneoff
3908,2881,ring
3908,7762,ring
3909,3315,oneoff
3910,1902,repeat
3911,3984,oneoff
3912,2052,oneoff
3913,3234,repeat
3914,2063,oneoff
3915,7088,repeat
3916,1814,oneoff
3917,8549,oneoff
3918,4068,oneoff
3919,1793,oneoff
3920,7601,oneoff
3921,7333,oneoff
3922,10999,oneoff
3923,3298,oneoff
3924,11275,oneoff
3925,1493,oneoff
3926,5306,oneoff
3927,8694,oneoff
3928,1573,repeat
3929,1583,oneoff
3930,8747,oneoff
3931,4313,oneoff
3932,1712,oneoff
3933,6861,oneoff
3934,10577,oneoff
3935,2148,oneoff
3936,11804,oneoff
3937,1996,repeat
3938,11474,oneoff
3939,1857,oneoff
3940,3932,oneoff
3941,9875,oneoff
3942,7686,repeat
3943,7172,oneoff
3944,10612,oneoff
3945,690,oneoff
3946,2666,repeat
3947,8278,oneoff
3948,2208,oneoff
3949,2722,oneoff
3950,10360,oneoff
3951,3331,oneoff
3952,5095,oneoff
3953,7881,oneoff
3954,1429,oneoff
3955,1334,repeat
3956,8981,oneoff
3957,4014,oneoff
3958,4314,oneoff
3959,3305,oneoff
3960,11582,repeat
3961,10398,oneoff
3962,8700,oneoff
3963,3957,oneoff
3964,5953,oneoff
3965,7340,ring
3965,1733,ring
3966,2275,oneoff
3967,2857,oneoff
3968,4157,oneoff
3969,11785,oneoff
3970,8417,oneoff
3971,6345,oneoff
3972,4118,oneoff
3973,2624,oneoff
3974,8396,repeat
3975,1693,repeat
3976,2868,oneoff
3977,11327,oneoff
3978,6299,oneoff
3979,9380,repeat
3980,737,oneoff
3981,6668,oneoff
3982,4686,oneoff
3983,5356,repeat
3984,992,oneoff
3985,3807,oneoff
3986,11849,repeat
3987,8215,repeat
3988,7070,repeat
3989,7565,oneoff
3990,4506,oneoff
3991,10659,repeat
3992,4659,oneoff
3993,2259,oneoff
3994,11992,oneoff
3995,11907,oneoff
3996,8583,oneoff
3997,10895,oneoff
3998,5470,oneoff
3999,3355,oneoff
4000,1124,oneoff
4001,9950,oneoff
4002,11581,oneoff
4003,9282,oneoff
4004,10590,oneoff
4005,6835,oneoff
4006,9641,repeat
