AccusedMasterID,CaseMasterID,TruePersonID,TrueRingID
1595,1563,5931,
1596,1564,9851,
1597,1565,9287,
1598,1566,7304,
1599,1567,1659,
1600,1568,8231,
1601,1569,349,
1602,1570,2122,
1603,1571,11591,
1604,1572,1513,
1605,1573,660,
1606,1574,4364,
1607,1575,6100,
1608,1576,9009,
1609,1577,6280,
1610,1578,8849,
1611,1579,10140,
1612,1580,8414,
1613,1581,3040,
1614,1582,3099,
1615,1583,11517,
1616,1584,11359,
1617,1585,3717,
1618,1586,10875,
1619,1587,3139,
1620,1588,6100,
1621,1589,8785,
1622,1590,6081,
1623,1591,1414,
1624,1592,2933,
1625,1593,4899,
1626,1594,10761,
1627,1595,4221,
1628,1596,11859,
1629,1597,8536,
1630,1598,3941,
1631,1599,10951,
1632,1600,10499,
1633,1601,8480,
1634,1602,11653,
1635,1603,11279,
1636,1604,9550,
1637,1605,8575,
1638,1606,11301,
1639,1607,5412,
1640,1608,1360,
1641,1609,4248,
1642,1610,6919,
1643,1611,2773,
1644,1612,4967,
1645,1613,6359,
1646,1614,4754,
1647,1615,7652,
1648,1616,10901,
1649,1617,10219,
1650,1618,7894,
1651,1619,9152,
1652,1620,1804,
1653,1621,7263,
1654,1622,7851,
1655,1623,6266,
1656,1624,4465,
1657,1625,6983,
1658,1626,491,
1659,1627,155,
1660,1628,7793,
1661,1629,1558,
1662,1630,2169,
1663,1631,4112,
1664,1632,2397,
1665,1633,5258,
1666,1634,5895,
1667,1635,1266,
1668,1636,61,
1669,1637,9344,
1670,1638,3652,4.0
1671,1638,11063,4.0
1672,1638,8905,4.0
1673,1639,1676,
1674,1640,6331,
1675,1641,7686,
1676,1642,10729,
1677,1643,11183,
1678,1644,4303,
1679,1645,8559,
1680,1646,7953,
1681,1647,9885,
1682,1648,3636,
1683,1649,4297,
1684,1650,7170,
1685,1651,6819,
1686,1652,2376,
1687,1653,10068,
1688,1654,4184,
1689,1655,7118,
1690,1656,3075,
1691,1657,10601,
1692,1658,4195,
1693,1659,337,
1694,1660,3728,
1695,1661,8171,
1696,1662,11461,
1697,1663,1368,
1698,1664,8604,
1699,1665,346,
1700,1666,11666,
1701,1667,10823,
1702,1668,1792,
1703,1669,5737,
1704,1670,2476,
1705,1671,7281,
1706,1672,11808,
1707,1673,10544,
1708,1674,5444,
1709,1675,6761,
1710,1676,11469,
1711,1677,4085,
1712,1678,11755,
1713,1679,8234,
1714,1680,8431,
1715,1681,11633,
1716,1682,4918,
1717,1683,8794,
1718,1684,6052,
1719,1685,7286,
1720,1686,11832,
1721,1687,399,
1722,1688,4534,
1723,1689,9028,
1724,1690,7864,
1725,1691,10417,
1726,1692,4333,
1727,1693,10947,
1728,1694,1555,
1729,1695,9230,
1730,1696,2666,
1731,1697,1533,
1732,1698,6890,
1733,1699,3373,
1734,1700,5205,
1735,1701,2474,
1736,1702,2095,
1737,1703,9340,
1738,1704,3114,
1739,1705,4602,
1740,1706,1498,
1741,1707,11883,
1742,1708,3882,
1743,1709,626,
1744,1710,5520,
1745,1711,7871,
1746,1712,598,
1747,1713,9597,
1748,1714,3301,
1749,1715,7301,
1750,1716,2728,
1751,1717,8169,
1752,1718,132,
1753,1719,3054,
1754,1720,4380,
1755,1721,9986,
1756,1722,7288,
1757,1723,8423,
1758,1724,7872,
1759,1725,6320,
1760,1726,6792,
1761,1727,10948,
1762,1728,939,
1763,1729,8714,
1764,1730,6983,
1765,1731,8066,
1766,1732,7739,
1767,1733,11899,
1768,1734,9545,
1769,1735,5159,
1770,1736,2714,
1771,1737,8701,
1772,1738,9140,
1773,1739,3319,
1774,1740,556,
1775,1741,4449,
1776,1742,10238,
1777,1743,3901,
1778,1744,11603,
1779,1745,9217,
1780,1746,2079,
1781,1747,8635,
1782,1748,276,
1783,1749,3596,
1784,1750,2196,
1785,1751,1813,
1786,1752,9679,
1787,1753,598,
1788,1754,4464,
1789,1755,7230,
1790,1756,10516,
1791,1757,8381,
1792,1758,2037,
1793,1759,3511,
1794,1760,4539,
1795,1761,3849,
1796,1762,2098,
1797,1763,1188,
1798,1764,10958,
1799,1765,2080,
1800,1766,6618,
1801,1767,147,
1802,1768,4492,
1803,1769,8014,
1804,1770,5507,
1805,1771,8825,
1806,1772,9106,
1807,1773,10688,
1808,1774,2691,
1809,1775,4599,
1810,1776,8480,
1811,1777,8246,
1812,1778,7685,
1813,1779,9371,
1814,1780,10989,
1815,1781,10597,
1816,1782,598,
1817,1783,4917,
1818,1784,824,
1819,1785,9890,
1820,1786,11859,
1821,1787,8785,
1822,1788,7659,
1823,1789,8393,
1824,1790,1912,
1825,1791,8060,
1826,1792,5823,
1827,1793,9380,
1828,1794,8009,
1829,1795,5558,
1830,1796,9289,
1831,1797,3651,
1832,1798,2714,
1833,1799,1996,
1834,1800,1417,
1835,1801,7439,
1836,1802,7083,
1837,1803,9851,
1838,1804,842,
1839,1805,2319,
1840,1806,956,
1841,1807,9963,
1842,1808,6553,
1843,1809,3936,
1844,1810,1465,
1845,1811,1838,
1846,1812,8438,
1847,1813,10621,
1848,1814,7379,
1849,1815,744,
1850,1816,2799,
1851,1817,5115,
1852,1818,1958,
1853,1819,10027,
1854,1820,10351,
1855,1821,7833,
1856,1822,2522,
1857,1823,9253,
1858,1824,6488,
1859,1825,4286,4.0
1860,1825,11063,4.0
1861,1826,11267,
1862,1827,4286,4.0
1863,1827,3652,4.0
1864,1828,8385,
1865,1829,8089,
1866,1830,4990,
1867,1831,7452,
1868,1832,911,
1869,1833,4785,
1870,1834,1978,
1871,1835,1408,
1872,1836,1316,
1873,1837,2618,
1874,1838,656,3.0
1875,1838,11440,3.0
1876,1839,1678,
1877,1840,7663,
1878,1841,9397,
1879,1842,3574,
1880,1843,11681,
1881,1844,5134,
1882,1845,11177,
1883,1846,9775,
1884,1847,9991,
1885,1848,9842,
1886,1849,974,
1887,1850,9392,
1888,1851,7456,
1889,1852,994,
1890,1853,4231,
1891,1854,5496,
1892,1855,4064,
1893,1856,5420,
1894,1857,3401,
1895,1858,9318,
1896,1859,7340,3.0
1897,1859,656,3.0
1898,1860,8905,4.0
1899,1860,4286,4.0
1900,1860,8704,4.0
1901,1861,8421,
1902,1862,10143,
1903,1863,3091,
1904,1864,519,
1905,1865,9287,
1906,1866,11063,4.0
1907,1866,8905,4.0
1908,1866,8704,4.0
1909,1867,9198,
1910,1868,4129,
1911,1869,5188,
1912,1870,10663,
1913,1871,4951,2.0
1914,1871,9346,2.0
1915,1871,638,2.0
1916,1871,7762,2.0
1917,1872,5357,
1918,1873,3285,
1919,1874,5183,
1920,1875,9741,
1921,1876,324,
1922,1877,2451,
1923,1878,2213,
1924,1879,3231,
1925,1880,11488,
1926,1881,1628,
1927,1882,6329,
1928,1883,1877,
1929,1884,4021,
1930,1885,1339,
1931,1886,9702,
1932,1887,4413,
1933,1888,7480,
1934,1889,2437,
1935,1890,3317,
1936,1891,2188,
1937,1892,1744,
1938,1893,7080,
1939,1894,370,
1940,1895,2662,
1941,1896,10148,
1942,1897,4388,
1943,1898,3827,
1944,1899,5647,
1945,1900,2525,
1946,1901,4906,
1947,1902,10716,
1948,1903,11634,1.0
1949,1903,7471,1.0
1950,1903,2782,1.0
1951,1904,567,
1952,1905,9229,
1953,1906,2873,
1954,1907,5272,
1955,1908,11050,
1956,1909,2781,
1957,1910,5866,
1958,1911,11076,
1959,1912,10287,
1960,1913,3830,
1961,1914,11200,
1962,1915,4090,
1963,1916,3574,
1964,1917,2458,
1965,1918,8987,
1966,1919,9977,
1967,1920,300,
1968,1921,5468,
1969,1922,10122,
1970,1923,1158,
1971,1924,2112,
1972,1925,8905,4.0
1973,1925,3652,4.0
1974,1925,11063,4.0
1975,1925,4286,4.0
1976,1926,10587,
1977,1927,4650,
1978,1928,1027,
1979,1929,5574,
1980,1930,5478,
1981,1931,6957,
1982,1932,310,
1983,1933,4047,
1984,1934,9664,
1985,1935,1466,
1986,1936,582,
1987,1937,2436,
1988,1938,9662,
1989,1939,5204,
1990,1940,282,
1991,1941,7220,
1992,1942,11127,
1993,1943,1291,
1994,1944,7664,
1995,1945,1242,
1996,1946,1061,
1997,1947,9322,
1998,1948,8263,
1999,1949,9290,
2000,1950,2815,
2001,1951,8405,
2002,1952,3212,
2003,1953,4676,
2004,1954,6503,
2005,1955,2407,
2006,1956,7608,
2007,1957,4911,
2008,1958,702,
2009,1959,8675,
2010,1960,4923,
2011,1961,9164,
2012,1962,5471,
2013,1963,10563,
2014,1964,5162,
2015,1965,4201,
2016,1966,2483,
2017,1967,11830,
2018,1968,1222,
2019,1969,8412,
2020,1970,4909,
2021,1971,9311,
2022,1972,7995,
2023,1973,9880,
2024,1974,3437,
2025,1975,8913,
2026,1976,11232,
2027,1977,6692,
2028,1978,39,
2029,1979,9847,
2030,1980,3882,
2031,1981,3423,
2032,1982,9291,
2033,1983,6342,
2034,1984,2910,
2035,1985,1120,
2036,1986,11554,
2037,1987,1865,
2038,1988,3229,
2039,1989,3166,
2040,1990,5791,
2041,1991,3867,
2042,1992,2964,
2043,1993,1008,
2044,1994,4212,
2045,1995,6597,
2046,1996,4277,
2047,1997,8623,
2048,1998,1721,
2049,1999,5759,
2050,2000,7595,
2051,2001,953,
2052,2002,3686,
2053,2003,2026,
2054,2004,9838,
2055,2005,10291,
2056,2006,707,
2057,2007,3128,
2058,2008,9195,
2059,2009,809,
2060,2010,5412,
2061,2011,10243,
2062,2012,11998,
2063,2013,6787,
2064,2014,11712,
2065,2015,3698,
2066,2016,1644,
2067,2017,5301,
2068,2018,6725,
2069,2019,10857,
2070,2020,5911,
2071,2021,3764,
2072,2022,3461,
2073,2023,8917,
2074,2024,8989,
2075,2025,1071,
2076,2026,1513,
2077,2027,11849,
2078,2028,3721,
2079,2029,6492,
2080,2030,979,
2081,2031,6201,
2082,2032,9094,
2083,2033,5788,
2084,2034,4777,
2085,2035,4578,
2086,2036,3017,
2087,2037,7904,
2088,2038,537,
2089,2039,3302,
2090,2040,1919,
2091,2041,1805,
2092,2042,8918,
2093,2043,10756,
2094,2044,11768,
2095,2045,11938,
2096,2046,11984,
2097,2047,6796,
2098,2048,118,
2099,2049,11982,
2100,2050,11892,
2101,2051,594,
2102,2052,8788,
2103,2053,3878,
2104,2054,4265,
2105,2055,8664,
2106,2056,10458,
2107,2057,8553,
2108,2058,9998,
2109,2059,6298,
2110,2060,2250,
2111,2061,5549,
2112,2062,9130,
2113,2063,2090,
2114,2064,3240,
2115,2065,10588,
2116,2066,3579,
2117,2067,11395,
2118,2068,796,
2119,2069,217,
2120,2070,3851,
2121,2071,10007,
2122,2072,11369,
2123,2073,3190,
2124,2074,11774,
2125,2075,8990,
2126,2076,2783,
2127,2077,11062,
2128,2078,9341,
2129,2079,6189,
2130,2080,8222,
2131,2081,6342,
2132,2082,2,
2133,2083,11582,
2134,2084,6518,
2135,2085,1994,
2136,2086,6885,
2137,2087,9037,
2138,2088,8015,
2139,2089,936,
2140,2090,5715,
2141,2091,3251,
2142,2092,7175,
2143,2093,91,
2144,2094,1749,
2145,2095,3112,
2146,2096,107,
2147,2097,10314,
2148,2098,5412,
2149,2099,8821,
2150,2100,11619,
2151,2101,11133,
2152,2102,2846,
2153,2103,4780,
2154,2104,8708,
2155,2105,10659,
2156,2106,6224,
2157,2107,647,
2158,2108,1970,
2159,2109,7910,
2160,2110,2104,
2161,2111,7073,
2162,2112,3218,
2163,2113,9865,
2164,2114,563,
2165,2115,3871,
2166,2116,9117,
2167,2117,5511,
2168,2118,4002,
2169,2119,10283,
2170,2120,10145,
2171,2121,3470,
2172,2122,7987,
2173,2123,9520,
2174,2124,8641,
2175,2125,2485,
2176,2126,468,
2177,2127,211,
2178,2128,918,
2179,2129,22,
2180,2130,8803,
2181,2131,913,
2182,2132,525,
2183,2133,7459,
2184,2134,5019,
2185,2135,8049,
2186,2136,4205,
2187,2137,7344,
2188,2138,1596,
2189,2139,3149,
2190,2140,1292,
2191,2141,6653,
2192,2142,3726,
2193,2143,9151,
2194,2144,3508,
2195,2145,11212,
2196,2146,1972,
2197,2147,2410,
2198,2148,4901,
2199,2149,313,
2200,2150,8168,
2201,2151,3753,
2202,2152,7218,
2203,2153,677,
2204,2154,4751,
2205,2155,8702,
2206,2156,2989,
2207,2157,11972,
2208,2158,7501,2.0
2209,2158,9346,2.0
2210,2159,9156,
2211,2160,6383,
2212,2161,6220,
2213,2162,8066,
2214,2163,360,
2215,2164,7686,
2216,2165,9307,
2217,2166,7166,
2218,2167,160,
2219,2168,11691,
2220,2169,2119,
2221,2170,8797,
2222,2171,9808,
2223,2172,3535,
2224,2173,6827,
2225,2174,1952,
2226,2175,975,
2227,2176,11709,
2228,2177,1752,
2229,2178,4813,
2230,2179,6715,
2231,2180,2095,
2232,2181,9690,
2233,2182,5764,
2234,2183,9867,
2235,2184,1422,
2236,2185,9641,
2237,2186,9519,
2238,2187,330,
2239,2188,9686,
2240,2189,5183,
2241,2190,4842,
2242,2191,9380,
2243,2192,3803,
2244,2193,540,
2245,2194,3029,
2246,2195,8087,
2247,2196,2212,
2248,2197,3679,
2249,2198,7050,
2250,2199,9345,
2251,2200,3149,
2252,2201,536,
2253,2202,6628,
2254,2203,10223,
2255,2204,383,
2256,2205,4756,
2257,2206,7584,
2258,2207,2419,
2259,2208,1559,
2260,2209,11079,
2261,2210,10663,
2262,2211,14,
2263,2212,4706,
2264,2213,2332,
2265,2214,10309,
2266,2215,8516,
2267,2216,3905,
2268,2217,2250,
2269,2218,3294,
2270,2219,8411,
2271,2220,2162,
2272,2221,10945,
2273,2222,4459,
2274,2223,5675,
2275,2224,11676,
2276,2225,7223,
2277,2226,11184,
2278,2227,6581,
2279,2228,3548,
2280,2229,3154,
2281,2230,642,
2282,2231,273,
2283,2232,5858,
2284,2233,6036,
2285,2234,10788,
2286,2235,9697,
2287,2236,6424,
2288,2237,11157,
2289,2238,7277,
2290,2239,6808,
2291,2240,586,
2292,2241,2980,
2293,2242,7190,
2294,2243,6242,
2295,2244,9724,
2296,2245,3269,
2297,2246,11437,
2298,2247,3255,
2299,2248,6194,
2300,2249,11964,
2301,2250,6259,
2302,2251,3656,
2303,2252,736,
2304,2253,7161,
2305,2254,10010,
2306,2255,2255,
2307,2256,1418,
2308,2257,1784,
2309,2258,10203,
2310,2259,631,
2311,2260,1300,
2312,2261,11129,
2313,2262,1984,
2314,2263,4044,
2315,2264,988,
2316,2265,9733,
2317,2266,9454,
2318,2267,7337,
2319,2268,286,
2320,2269,6410,
2321,2270,3344,
2322,2271,1079,
2323,2272,4395,
2324,2273,1334,
2325,2274,5300,
2326,2275,7138,
2327,2276,1056,
2328,2277,4195,
2329,2278,4754,
2330,2279,5826,
2331,2280,9418,
2332,2281,1255,
2333,2282,9446,
2334,2283,4692,
2335,2284,77,
2336,2285,8666,
2337,2286,2803,
2338,2287,876,
2339,2288,5715,
2340,2289,2343,
2341,2290,9873,
2342,2291,1265,
2343,2292,10190,
2344,2293,10414,
2345,2294,11056,
2346,2295,7646,
2347,2296,9623,
2348,2297,11012,
2349,2298,7519,
2350,2299,6790,
2351,2300,1380,
2352,2301,6722,
2353,2302,3327,
2354,2303,9323,
2355,2304,7771,
2356,2305,6442,
2357,2306,6679,
2358,2307,5892,
2359,2308,2015,
2360,2309,910,
2361,2310,4283,
2362,2311,4575,
2363,2312,7339,
2364,2313,9785,
2365,2314,9932,
2366,2315,8515,
2367,2316,9561,
2368,2317,9424,
2369,2318,6966,
2370,2319,7694,
2371,2320,10887,
2372,2321,9947,
2373,2322,1223,
2374,2323,5647,
2375,2324,5362,
2376,2325,6232,
2377,2326,3871,
2378,2327,5159,
2379,2328,6405,
2380,2329,9205,
2381,2330,7883,
2382,2331,10879,
2383,2332,11090,
2384,2333,1006,
2385,2334,4544,
2386,2335,5024,
2387,2336,10829,
2388,2337,654,
2389,2338,6100,
2390,2339,11563,
2391,2340,9744,
2392,2341,8316,
2393,2342,4318,
2394,2343,3370,
2395,2344,10680,
2396,2345,5226,
2397,2346,4283,
2398,2347,720,
2399,2348,8324,
2400,2349,11573,
2401,2350,5838,
2402,2351,8030,
2403,2352,5330,
2404,2353,10386,
2405,2354,3919,
2406,2355,3308,
2407,2356,498,
2408,2357,2300,
2409,2358,11288,
2410,2359,9767,
2411,2360,3250,
2412,2361,330,
2413,2362,1706,
2414,2363,4210,
2415,2364,3640,
2416,2365,7941,
2417,2366,1020,
2418,2367,9254,
2419,2368,6008,
2420,2369,1416,
2421,2370,9523,
2422,2371,9561,
2423,2372,11822,
2424,2373,3801,
2425,2374,1395,
2426,2375,8380,
2427,2376,1677,
2428,2377,9225,
2429,2378,464,
2430,2379,2835,
2431,2380,9832,
2432,2381,3815,
2433,2382,5647,
2434,2383,7397,
2435,2384,5356,
2436,2385,10556,
2437,2386,10921,
2438,2387,9321,
2439,2388,2942,
2440,2389,11698,
2441,2390,1471,
2442,2391,9137,
2443,2392,10269,
2444,2393,7171,
2445,2394,7279,
2446,2395,9369,
2447,2396,3060,
2448,2397,3652,4.0
2449,2397,11063,4.0
2450,2397,8905,4.0
2451,2398,9437,
2452,2399,6488,
2453,2400,6375,
2454,2401,6622,
2455,2402,4318,
2456,2403,2930,
2457,2404,1201,
2458,2405,9648,
2459,2406,9088,
2460,2407,4870,
2461,2408,12,
2462,2409,5376,
2463,2410,4503,
2464,2411,8427,
2465,2412,9351,
2466,2413,10356,
2467,2414,1677,
2468,2415,10047,
2469,2416,9414,
2470,2417,8404,
2471,2418,415,
2472,2419,10034,
2473,2420,11395,
2474,2421,4535,
2475,2422,5367,
2476,2423,6694,
2477,2424,7094,
2478,2425,707,
2479,2426,9116,
2480,2427,7674,
2481,2428,10842,
2482,2429,142,
2483,2430,4996,
2484,2431,6154,
2485,2432,983,
2486,2433,7314,
2487,2434,8765,
2488,2435,10284,
2489,2436,7049,
2490,2437,10765,
2491,2438,10211,
2492,2439,11704,
2493,2440,6940,
2494,2441,2186,
2495,2442,4549,
2496,2443,10957,
2497,2444,7289,
2498,2445,1312,
2499,2446,7213,
2500,2447,3742,
2501,2448,11434,
2502,2449,2413,
2503,2450,8296,
2504,2451,8838,
2505,2452,9395,
2506,2453,6592,
2507,2454,5166,
2508,2455,8420,
2509,2456,5325,
2510,2457,9902,
2511,2458,1840,
2512,2459,7846,
2513,2460,11849,
2514,2461,9829,
2515,2462,5416,
2516,2463,5624,
2517,2464,6432,
2518,2465,7450,
2519,2466,1326,
2520,2467,7024,
2521,2468,11328,
2522,2469,3170,
2523,2470,4723,
2524,2471,10981,
2525,2472,5887,
2526,2473,1464,
2527,2474,10144,
2528,2475,4927,
2529,2476,1093,
2530,2477,3303,
2531,2478,1343,
2532,2479,11689,
2533,2480,6961,
2534,2481,7152,
2535,2482,6826,
2536,2483,3772,
2537,2484,10846,
2538,2485,7392,
2539,2486,3352,
2540,2487,7159,
2541,2488,10484,
2542,2489,5127,
2543,2490,3111,
2544,2491,432,
2545,2492,492,
2546,2493,3256,
2547,2494,1275,
2548,2495,598,
2549,2496,643,
2550,2497,9062,
2551,2498,2919,
2552,2499,1007,
2553,2500,7798,
2554,2501,7494,
2555,2502,9050,
2556,2503,9376,
2557,2504,1122,
2558,2505,6804,
2559,2506,8834,
2560,2507,11500,
2561,2508,10425,
2562,2509,11985,
2563,2510,1370,
2564,2511,4461,
2565,2512,6933,
2566,2513,6754,
2567,2514,2666,
2568,2515,2403,
2569,2516,9898,
2570,2517,1267,
2571,2518,1147,
2572,2519,9605,
2573,2520,6917,
2574,2521,5222,
2575,2522,5506,
2576,2523,8025,
2577,2524,73,
2578,2525,5601,
2579,2526,5311,
2580,2527,11038,
2581,2528,6342,
2582,2529,724,
2583,2530,8633,
2584,2531,297,
2585,2532,1846,
2586,2533,10780,
2587,2534,3802,
2588,2535,11980,
2589,2536,2531,
2590,2537,9938,
2591,2538,4356,
2592,2539,7567,
2593,2540,1776,
2594,2541,11049,
2595,2542,10166,
2596,2543,10326,
2597,2544,7597,
2598,2545,10783,
2599,2546,11778,
2600,2547,9914,
2601,2548,2883,
2602,2549,9649,
2603,2550,3965,
2604,2551,4311,
2605,2552,10163,
2606,2553,10978,
2607,2554,10742,
2608,2555,10187,
2609,2556,2726,
2610,2557,2549,
2611,2558,6967,
2612,2559,645,
2613,2560,5159,
2614,2561,3240,
2615,2562,3156,
2616,2563,10023,
2617,2564,7285,
2618,2565,519,
2619,2566,11513,
2620,2567,240,
2621,2568,7619,
2622,2569,4547,
2623,2570,4937,
2624,2571,6923,
2625,2572,10089,
2626,2573,6397,3.0
2627,2573,8506,3.0
2628,2573,656,3.0
2629,2573,1733,3.0
2630,2574,8756,
2631,2575,11589,
2632,2576,290,
2633,2577,150,
2634,2578,4130,
2635,2579,8714,
2636,2580,6701,
2637,2581,7283,
2638,2582,5009,
2639,2583,5404,
2640,2584,1032,
2641,2585,2849,
2642,2586,3814,
2643,2587,6550,
2644,2588,4683,
2645,2589,2666,
2646,2590,5917,
2647,2591,10025,
2648,2592,2463,
2649,2593,348,
2650,2594,9833,
2651,2595,4201,
2652,2596,2552,
2653,2597,6103,
2654,2598,10799,
2655,2599,11842,
2656,2600,1728,
2657,2601,11446,
2658,2602,4510,
2659,2603,8652,
2660,2604,1474,
2661,2605,8799,
2662,2606,4541,
2663,2607,5564,
2664,2608,8634,
2665,2609,10576,
2666,2610,571,
2667,2611,8993,
2668,2612,10287,
2669,2613,5680,
2670,2614,1868,
2671,2615,11915,
2672,2616,8520,
2673,2617,3211,
2674,2618,10530,
2675,2619,8457,
2676,2620,8024,
2677,2621,6874,
2678,2622,11170,
2679,2623,10640,
2680,2624,3049,
2681,2625,7542,
2682,2626,6046,
2683,2627,6240,
2684,2628,5789,
2685,2629,11951,
2686,2630,4360,
2687,2631,1996,
2688,2632,8479,
2689,2633,6040,
2690,2634,9547,
2691,2635,2269,
2692,2636,5032,
2693,2637,8627,
2694,2638,2587,
2695,2639,2006,
2696,2640,7206,
2697,2641,8623,
2698,2642,1069,
2699,2643,5907,
2700,2644,2586,
2701,2645,3035,
2702,2646,7300,
2703,2647,9941,
2704,2648,11949,
2705,2649,2666,
2706,2650,7508,
2707,2651,199,
2708,2652,10177,
2709,2653,8155,
2710,2654,8940,
2711,2655,876,
2712,2656,863,
2713,2657,5912,
2714,2658,3107,
2715,2659,6087,
2716,2660,2447,2.0
2717,2660,9346,2.0
2718,2661,2980,
2719,2662,2550,
2720,2663,10846,
2721,2664,10372,
2722,2665,1928,
2723,2666,4452,
2724,2667,10281,
2725,2668,6762,
2726,2669,10104,
2727,2670,7317,
2728,2671,6639,
2729,2672,11784,
2730,2673,6677,
2731,2674,10631,
2732,2675,705,
2733,2676,5297,
2734,2677,9037,
2735,2678,8852,
2736,2679,11440,3.0
2737,2679,10943,3.0
2738,2679,8506,3.0
2739,2680,5198,
2740,2681,5577,
2741,2682,1203,
2742,2683,9286,
2743,2684,6557,
2744,2685,8793,
2745,2686,1677,
2746,2687,7062,
2747,2688,11756,
2748,2689,1675,
2749,2690,7471,1.0
2750,2690,1165,1.0
2751,2690,9350,1.0
2752,2691,8215,
2753,2692,5804,
2754,2693,10453,
2755,2694,7085,
2756,2695,1410,
2757,2696,1431,
2758,2697,9223,
2759,2698,8396,
2760,2699,3371,
2761,2700,9704,
2762,2701,10896,
2763,2702,4622,
2764,2703,3381,
2765,2704,8039,
2766,2705,8052,
2767,2706,5827,
2768,2707,785,
2769,2708,2091,
2770,2709,1584,
2771,2710,6284,
2772,2711,3805,
2773,2712,4586,
2774,2713,8081,
2775,2714,6700,
2776,2715,2347,
2777,2716,4950,
2778,2717,7938,
2779,2718,10544,
2780,2719,6946,
2781,2720,7814,
2782,2721,8182,
2783,2722,6148,
2784,2723,5674,
2785,2724,9305,
2786,2725,11268,
2787,2726,6506,
2788,2727,11947,
2789,2728,7550,
2790,2729,11734,
2791,2730,11331,
2792,2731,2881,2.0
2793,2731,9346,2.0
2794,2732,11123,
2795,2733,165,
2796,2734,8860,
2797,2735,4699,
2798,2736,10379,
2799,2737,4910,
2800,2738,6178,
2801,2739,2409,
2802,2740,10417,
2803,2741,11634,1.0
2804,2741,7471,1.0
2805,2741,3587,1.0
2806,2742,6026,
2807,2743,8149,
2808,2744,5962,
2809,2745,8943,
2810,2746,11186,
2811,2747,605,
2812,2748,4953,
2813,2749,7564,
2814,2750,3574,
2815,2751,3576,
2816,2752,6308,
2817,2753,2733,
2818,2754,4300,
2819,2755,17,
2820,2756,3768,
2821,2757,3268,
2822,2758,2856,
2823,2759,9037,
2824,2760,401,
2825,2761,8818,
2826,2762,10303,
2827,2763,6420,
2828,2764,10352,
2829,2765,3719,
2830,2766,11356,
2831,2767,9534,
2832,2768,7342,
2833,2769,9677,
2834,2770,3988,
2835,2771,8314,
2836,2772,3240,
2837,2773,2333,
2838,2774,9190,
2839,2775,3007,
2840,2776,7624,
2841,2777,10029,
2842,2778,11935,
2843,2779,9909,
2844,2780,2301,
2845,2781,7249,
2846,2782,80,
2847,2783,2881,2.0
2848,2783,4951,2.0
2849,2784,8270,
2850,2785,9832,
2851,2786,10256,
2852,2787,4017,
2853,2788,9259,
2854,2789,11206,
2855,2790,9740,
2856,2791,10694,
2857,2792,6377,
2858,2793,9442,
2859,2794,5055,
2860,2795,3350,
2861,2796,3538,
2862,2797,9380,
2863,2798,7969,
2864,2799,8801,
2865,2800,7826,
2866,2801,5220,
2867,2802,10666,
2868,2803,1707,
2869,2804,149,
2870,2805,11979,
2871,2806,373,
2872,2807,4638,
2873,2808,5455,
2874,2809,5640,
2875,2810,11668,
2876,2811,6320,
2877,2812,9174,
2878,2813,11098,
2879,2814,5568,
2880,2815,6663,
2881,2816,4112,
2882,2817,7678,
2883,2818,1272,
2884,2819,3930,
2885,2820,8752,
2886,2821,2430,
2887,2822,11612,
2888,2823,9370,
2889,2824,1869,
2890,2825,7137,
2891,2826,8770,
2892,2827,4387,
2893,2828,11862,
2894,2829,8762,
2895,2830,2247,
2896,2831,3836,
2897,2832,3574,
2898,2833,9052,
2899,2834,6119,
2900,2835,5740,
2901,2836,11703,
2902,2837,798,
2903,2838,1513,
2904,2839,11480,
2905,2840,4075,
2906,2841,8920,
2907,2842,1774,
2908,2843,532,
2909,2844,1447,
2910,2845,10778,
2911,2846,7744,
2912,2847,5919,
2913,2848,4690,
2914,2849,6086,
2915,2850,5056,
2916,2851,6415,
2917,2852,7291,
2918,2853,1996,
2919,2854,2517,
2920,2855,6983,
2921,2856,701,
2922,2857,275,
2923,2858,1222,
2924,2859,2210,
2925,2860,7192,
2926,2861,10466,
2927,2862,5466,
2928,2863,10316,
2929,2864,4989,
2930,2865,11299,
2931,2866,7618,
2932,2867,7875,
2933,2868,9589,
2934,2869,7328,
2935,2870,11641,
2936,2871,7702,
2937,2872,6531,
2938,2873,661,
2939,2874,8997,
2940,2875,9884,
2941,2876,11373,
2942,2877,7164,
2943,2878,3623,
2944,2879,4665,
2945,2880,6731,
2946,2881,10287,
2947,2882,8673,
2948,2883,4176,
2949,2884,4281,
2950,2885,8856,
2951,2886,3843,
2952,2887,1764,
2953,2888,1404,
2954,2889,10748,
2955,2890,8912,
2956,2891,9104,
2957,2892,1691,
2958,2893,2114,
2959,2894,23,
2960,2895,2516,
2961,2896,6066,
2962,2897,6399,
2963,2898,7460,
2964,2899,11099,
2965,2900,6427,
2966,2901,8754,
2967,2902,7521,
2968,2903,9325,
2969,2904,3816,
2970,2905,9831,
2971,2906,6136,
2972,2907,10182,
2973,2908,458,
2974,2909,11844,
2975,2910,10363,
2976,2911,8223,
2977,2912,2577,
2978,2913,10102,
2979,2914,1457,
2980,2915,4059,
2981,2916,6596,
2982,2917,9328,
2983,2918,2209,
2984,2919,8714,
2985,2920,5254,
2986,2921,2604,
2987,2922,3050,
