ArrestSurrenderID,CaseMasterID,AccusedMasterID,ArrestSurrenderTypeID,ArrestSurrenderDistrictId,IOID
1057,2088,2138,1,20,36
1058,2089,2139,2,18,28
1059,2091,2141,2,8,32
1060,2096,2146,1,7,20
1061,2098,2148,2,21,36
1062,2099,2149,1,30,23
1063,2109,2159,2,20,10
1064,2111,2161,1,26,3
1065,2112,2162,1,13,26
1066,2113,2163,1,16,16
1067,2114,2164,1,1,32
1068,2115,2165,1,24,44
1069,2116,2166,1,25,23
1070,2117,2167,1,26,40
1071,2120,2170,1,7,25
1072,2121,2171,2,14,19
1073,2123,2173,2,5,44
1074,2127,2177,2,1,21
1075,2129,2179,2,23,32
1076,2130,2180,1,14,29
1077,2134,2184,2,30,25
1078,2138,2188,1,15,3
1079,2141,2191,1,30,50
1080,2143,2193,2,15,50
1081,2145,2195,2,27,16
1082,2146,2196,2,12,31
1083,2148,2198,1,31,38
1084,2149,2199,2,10,9
1085,2150,2200,2,15,12
1086,2151,2201,1,8,27
1087,2152,2202,2,2,47
1088,2158,2208,2,24,24
1089,2158,2209,1,17,36
1090,2160,2211,1,18,24
1091,2161,2212,2,21,4
1092,2163,2214,1,21,4
1093,2164,2215,1,16,27
1094,2166,2217,1,7,36
1095,2172,2223,1,22,15
1096,2174,2225,2,1,36
1097,2176,2227,2,5,5
1098,2177,2228,1,11,12
1099,2179,2230,2,11,31
1100,2180,2231,2,22,45
1101,2186,2237,2,28,50
1102,2188,2239,2,2,35
1103,2193,2244,2,21,40
1104,2194,2245,2,9,39
1105,2196,2247,2,30,21
1106,2199,2250,2,4,16
1107,2205,2256,1,12,42
1108,2206,2257,2,24,11
1109,2209,2260,2,9,10
1110,2210,2261,2,17,48
1111,2215,2266,1,22,46
1112,2216,2267,2,8,3
1113,2218,2269,1,22,2
1114,2221,2272,2,7,23
1115,2222,2273,1,3,3
1116,2224,2275,2,25,43
1117,2226,2277,1,6,28
1118,2231,2282,1,10,3
1119,2234,2285,1,7,36
1120,2236,2287,2,25,28
1121,2237,2288,1,29,42
1122,2238,2289,2,6,22
1123,2239,2290,1,10,23
1124,2240,2291,2,14,12
1125,2241,2292,2,10,33
1126,2243,2294,2,23,35
1127,2244,2295,2,21,1
1128,2246,2297,2,27,35
1129,2247,2298,2,9,5
1130,2248,2299,2,8,50
1131,2252,2303,2,28,45
1132,2253,2304,2,8,42
1133,2254,2305,1,24,36
1134,2255,2306,1,7,22
1135,2256,2307,2,18,14
1136,2259,2310,1,27,27
1137,2260,2311,2,18,27
1138,2261,2312,2,22,38
1139,2268,2319,1,20,38
1140,2269,2320,1,6,34
1141,2270,2321,2,21,23
1142,2271,2322,2,7,12
1143,2272,2323,2,18,48
1144,2274,2325,1,18,25
1145,2275,2326,1,8,35
1146,2277,2328,2,30,8
1147,2279,2330,2,11,1
1148,2284,2335,2,3,21
1149,2285,2336,1,3,38
1150,2287,2338,2,17,37
1151,2288,2339,1,13,34
1152,2290,2341,1,8,43
1153,2293,2344,2,18,15
1154,2294,2345,1,11,12
1155,2297,2348,2,23,49
1156,2298,2349,2,15,43
1157,2300,2351,2,31,19
1158,2302,2353,1,7,6
1159,2307,2358,2,3,24
1160,2308,2359,2,13,48
1161,2309,2360,2,16,25
1162,2315,2366,1,13,1
1163,2318,2369,2,4,33
1164,2320,2371,1,4,13
1165,2321,2372,2,25,23
1166,2322,2373,1,16,48
1167,2323,2374,2,1,5
1168,2324,2375,1,16,11
1169,2327,2378,2,15,47
1170,2328,2379,1,30,21
1171,2330,2381,1,27,17
1172,2332,2383,1,12,23
1173,2334,2385,1,25,4
1174,2335,2386,1,10,24
1175,2337,2388,2,10,19
1176,2338,2389,1,11,45
1177,2339,2390,2,25,41
1178,2341,2392,2,10,42
1179,2342,2393,2,20,19
1180,2343,2394,2,12,43
1181,2344,2395,1,3,43
1182,2345,2396,1,18,37
1183,2347,2398,1,26,27
1184,2349,2400,2,12,42
1185,2351,2402,2,22,24
1186,2357,2408,1,12,13
1187,2359,2410,1,11,41
1188,2360,2411,2,2,13
1189,2364,2415,1,27,25
1190,2365,2416,1,4,26
1191,2368,2419,2,26,18
1192,2369,2420,2,23,15
1193,2377,2428,1,29,34
1194,2381,2432,1,4,25
1195,2382,2433,2,31,7
1196,2383,2434,2,13,40
1197,2384,2435,1,15,19
1198,2386,2437,2,18,19
1199,2387,2438,2,21,47
1200,2389,2440,1,27,19
1201,2393,2444,2,28,16
1202,2394,2445,1,2,11
1203,2395,2446,1,5,8
1204,2397,2449,1,19,16
1205,2398,2451,1,17,46
1206,2399,2452,1,22,41
1207,2400,2453,1,7,49
1208,2401,2454,2,8,13
1209,2402,2455,2,6,43
1210,2403,2456,1,25,36
1211,2404,2457,1,8,47
1212,2408,2461,2,22,5
1213,2411,2464,2,15,21
1214,2412,2465,2,14,20
1215,2414,2467,2,22,32
1216,2415,2468,2,7,3
1217,2416,2469,1,27,6
1218,2419,2472,2,18,13
1219,2425,2478,2,3,17
1220,2429,2482,1,17,7
1221,2430,2483,1,4,12
1222,2431,2484,1,7,7
1223,2432,2485,2,20,22
1224,2433,2486,2,22,39
1225,2435,2488,2,5,33
1226,2436,2489,1,9,30
1227,2437,2490,1,16,24
1228,2439,2492,1,24,39
1229,2440,2493,2,14,50
1230,2442,2495,2,5,11
1231,2444,2497,1,30,3
1232,2451,2504,2,2,33
1233,2452,2505,1,28,1
1234,2453,2506,2,7,11
1235,2457,2510,1,6,25
1236,2460,2513,1,24,42
1237,2461,2514,2,26,30
1238,2463,2516,1,13,19
1239,2465,2518,2,21,11
1240,2468,2521,1,26,40
1241,2470,2523,1,4,37
1242,2472,2525,2,16,27
1243,2474,2527,2,26,7
1244,2475,2528,2,24,42
1245,2476,2529,1,27,16
1246,2477,2530,1,28,41
1247,2478,2531,2,27,15
1248,2480,2533,1,22,49
1249,2482,2535,1,25,49
1250,2486,2539,1,27,12
1251,2488,2541,1,24,20
1252,2489,2542,2,26,40
1253,2490,2543,2,3,35
1254,2491,2544,1,26,15
1255,2492,2545,1,18,31
1256,2493,2546,2,28,9
1257,2494,2547,2,21,39
1258,2497,2550,2,19,37
1259,2500,2553,1,7,48
1260,2501,2554,1,29,1
1261,2507,2560,1,26,50
1262,2509,2562,1,19,27
1263,2510,2563,2,1,48
1264,2512,2565,2,4,24
1265,2513,2566,2,25,3
1266,2514,2567,1,19,33
1267,2515,2568,2,31,19
1268,2520,2573,2,2,13
1269,2522,2575,1,4,46
1270,2525,2578,2,22,35
1271,2532,2585,1,14,46
1272,2535,2588,1,12,44
1273,2536,2589,1,10,25
1274,2537,2590,2,13,38
1275,2538,2591,2,5,13
1276,2539,2592,2,22,33
1277,2540,2593,1,5,41
1278,2542,2595,2,27,46
1279,2553,2606,1,13,48
1280,2556,2609,1,23,15
1281,2557,2610,1,19,17
1282,2560,2613,1,28,1
1283,2561,2614,1,23,28
1284,2563,2616,2,6,10
1285,2564,2617,1,24,22
1286,2565,2618,1,29,42
1287,2568,2621,2,9,44
1288,2571,2624,2,5,3
1289,2572,2625,2,12,12
1290,2573,2626,1,18,22
1291,2573,2627,2,27,40
1292,2577,2633,1,1,15
1293,2583,2639,1,3,13
1294,2585,2641,1,16,32
1295,2586,2642,1,25,48
1296,2587,2643,2,29,1
1297,2589,2645,1,1,35
1298,2590,2646,2,31,40
1299,2592,2648,1,17,30
1300,2597,2653,2,7,20
1301,2598,2654,2,22,5
1302,2600,2656,1,25,12
1303,2602,2658,1,29,38
1304,2603,2659,1,14,48
1305,2604,2660,1,18,50
1306,2606,2662,1,9,47
1307,2607,2663,1,10,34
1308,2608,2664,1,26,10
1309,2611,2667,2,19,9
1310,2614,2670,1,19,28
1311,2615,2671,2,8,24
1312,2617,2673,1,29,41
1313,2622,2678,2,20,46
1314,2623,2679,1,22,17
1315,2625,2681,1,4,45
1316,2626,2682,2,1,47
1317,2628,2684,2,5,37
1318,2632,2688,1,17,47
1319,2637,2693,2,11,36
1320,2638,2694,1,30,49
1321,2639,2695,2,27,33
1322,2641,2697,2,23,14
1323,2642,2698,1,11,34
1324,2644,2700,1,30,25
1325,2645,2701,2,13,3
1326,2646,2702,2,17,47
1327,2648,2704,2,3,7
1328,2650,2706,2,8,16
1329,2651,2707,2,9,4
1330,2653,2709,1,22,44
1331,2654,2710,2,28,25
1332,2655,2711,2,29,11
1333,2656,2712,1,28,29
1334,2659,2715,1,12,40
1335,2660,2717,1,16,6
1336,2661,2718,1,8,22
1337,2667,2724,2,1,35
1338,2668,2725,2,18,44
1339,2669,2726,2,17,28
1340,2670,2727,2,19,25
1341,2671,2728,1,18,28
1342,2673,2730,1,31,44
1343,2674,2731,1,17,20
1344,2678,2735,1,15,19
1345,2679,2738,2,12,23
1346,2680,2739,2,1,30
1347,2681,2740,1,18,27
1348,2682,2741,2,22,12
1349,2683,2742,2,2,30
1350,2686,2745,2,5,50
1351,2687,2746,2,18,31
1352,2688,2747,2,4,3
1353,2690,2750,2,3,15
1354,2696,2757,1,1,46
1355,2698,2759,2,6,46
1356,2700,2761,1,29,12
1357,2702,2763,1,28,11
1358,2703,2764,2,29,6
1359,2707,2768,2,14,34
1360,2708,2769,2,11,45
1361,2709,2770,2,11,48
1362,2710,2771,2,12,16
1363,2715,2776,2,31,22
1364,2717,2778,2,11,46
1365,2718,2779,1,24,36
1366,2719,2780,1,9,13
1367,2723,2784,2,12,31
1368,2724,2785,2,22,50
1369,2727,2788,1,12,49
1370,2729,2790,2,7,47
1371,2730,2791,2,17,7
1372,2733,2795,2,19,39
1373,2735,2797,2,22,40
1374,2737,2799,2,22,40
1375,2738,2800,2,15,23
1376,2739,2801,1,5,3
1377,2741,2803,1,8,9
1378,2741,2804,2,3,20
1379,2741,2805,2,26,41
1380,2742,2806,1,8,39
1381,2743,2807,2,13,48
1382,2745,2809,1,30,16
1383,2746,2810,1,11,23
1384,2747,2811,1,5,49
1385,2752,2816,2,21,10
1386,2756,2820,2,6,19
1387,2757,2821,2,14,47
1388,2758,2822,2,17,37
1389,2761,2825,1,9,46
1390,2762,2826,1,2,13
1391,2766,2830,2,18,28
1392,2767,2831,2,1,41
1393,2769,2833,1,6,31
1394,2770,2834,1,1,9
1395,2772,2836,1,20,15
1396,2776,2840,1,24,32
1397,2777,2841,2,2,13
1398,2779,2843,1,8,17
1399,2780,2844,1,26,38
1400,2782,2846,1,16,38
1401,2783,2847,1,20,27
1402,2785,2850,1,19,9
1403,2786,2851,2,25,42
1404,2789,2854,2,6,17
1405,2791,2856,2,8,15
1406,2792,2857,1,19,11
1407,2795,2860,2,3,36
1408,2796,2861,1,10,42
1409,2797,2862,2,23,18
1410,2799,2864,1,3,12
1411,2800,2865,2,31,16
1412,2801,2866,2,26,29
1413,2802,2867,2,23,29
1414,2804,2869,2,22,44
1415,2808,2873,2,11,32
1416,2809,2874,2,13,38
1417,2810,2875,2,20,6
1418,2811,2876,2,12,42
1419,2813,2878,2,9,42
1420,2814,2879,2,11,13
1421,2815,2880,2,3,14
1422,2818,2883,2,2,47
1423,2820,2885,1,9,41
1424,2822,2887,2,27,9
1425,2825,2890,2,30,47
1426,2832,2897,2,28,12
1427,2834,2899,1,23,13
1428,2837,2902,2,1,40
1429,2838,2903,2,29,39
1430,2845,2910,1,19,9
1431,2846,2911,2,27,2
1432,2848,2913,2,3,11
1433,2849,2914,1,19,10
1434,2850,2915,2,27,36
1435,2856,2921,1,27,47
1436,2860,2925,1,21,26
1437,2863,2928,1,24,27
1438,2867,2932,1,19,12
1439,2868,2933,2,15,7
1440,2869,2934,1,19,43
1441,2870,2935,1,9,16
1442,2874,2939,2,12,5
1443,2875,2940,2,2,29
1444,2876,2941,2,11,8
1445,2878,2943,2,7,13
1446,2880,2945,1,3,8
1447,2882,2947,1,16,38
1448,2883,2948,2,24,1
1449,2885,2950,1,16,33
1450,2886,2951,2,20,19
1451,2887,2952,1,15,39
1452,2889,2954,1,6,10
1453,2890,2955,2,2,26
1454,2892,2957,1,17,43
1455,2894,2959,2,6,3
1456,2897,2962,1,10,11
1457,2898,2963,1,22,36
1458,2899,2964,1,23,27
1459,2901,2966,2,24,3
1460,2904,2969,2,3,4
1461,2905,2970,1,9,2
1462,2906,2971,1,24,5
1463,2911,2976,1,11,48
1464,2912,2977,1,31,41
1465,2913,2978,1,11,33
1466,2917,2982,2,10,28
1467,2922,2987,2,6,31
1468,2923,2988,2,31,30
1469,2924,2989,1,9,27
1470,2929,2994,2,15,6
1471,2930,2995,2,17,16
1472,2933,2998,1,10,9
1473,2934,2999,1,1,20
1474,2936,3001,2,20,12
1475,2937,3002,1,29,29
1476,2940,3005,1,17,38
1477,2941,3006,2,14,25
1478,2943,3008,1,10,25
1479,2944,3009,1,4,26
1480,2945,3010,2,30,26
1481,2946,3011,1,28,44
1482,2948,3013,1,16,17
1483,2949,3014,2,6,11
1484,2950,3015,2,19,49
1485,2952,3017,1,20,39
1486,2953,3018,2,5,27
1487,2955,3020,2,14,5
1488,2960,3025,2,18,16
1489,2962,3027,2,28,4
1490,2963,3028,1,18,37
1491,2964,3029,1,19,45
1492,2966,3031,2,16,13
1493,2969,3034,2,12,13
1494,2972,3037,2,17,30
1495,2974,3039,1,21,46
1496,2975,3040,1,26,43
1497,2976,3041,1,18,43
1498,2977,3042,2,30,30
1499,2978,3043,2,16,13
1500,2980,3045,2,9,20
1501,2983,3048,1,23,11
1502,2985,3050,1,22,26
1503,2988,3053,1,11,39
1504,2989,3054,2,27,43
1505,2990,3055,1,13,31
1506,2991,3056,1,10,38
1507,2994,3059,2,25,13
1508,2995,3060,1,2,23
1509,2996,3061,1,28,1
1510,3004,3069,2,15,29
1511,3010,3075,2,12,27
1512,3011,3076,2,14,33
1513,3014,3079,1,2,1
1514,3015,3080,1,1,40
1515,3016,3081,1,27,29
1516,3020,3085,1,11,3
1517,3023,3088,1,31,24
1518,3024,3089,2,19,6
1519,3031,3097,2,10,10
1520,3032,3098,2,29,32
1521,3033,3099,2,19,3
1522,3035,3101,2,10,29
1523,3036,3102,1,4,34
1524,3038,3104,2,29,5
1525,3039,3105,1,31,1
1526,3040,3106,2,1,38
1527,3043,3111,2,7,33
1528,3045,3113,2,28,8
1529,3047,3115,1,24,16
1530,3048,3116,2,23,41
1531,3049,3117,1,9,21
1532,3051,3119,1,2,28
1533,3052,3120,2,3,42
1534,3053,3123,1,24,35
1535,3059,3130,2,27,40
1536,3064,3135,2,26,19
1537,3065,3136,1,10,25
1538,3069,3140,2,22,45
1539,3070,3141,1,7,11
1540,3071,3142,2,19,44
1541,3074,3145,1,26,41
1542,3076,3147,2,11,42
1543,3078,3149,1,13,27
1544,3079,3150,2,17,21
1545,3083,3154,1,10,26
1546,3087,3158,2,6,31
1547,3088,3159,2,8,4
1548,3089,3160,1,24,50
1549,3090,3161,1,8,16
1550,3096,3167,1,16,20
1551,3097,3168,1,26,36
1552,3099,3170,2,25,25
1553,3100,3171,2,4,24
1554,3103,3174,1,26,2
1555,3104,3175,2,21,8
1556,3105,3176,2,28,48
1557,3107,3178,2,21,28
1558,3108,3179,2,17,35
1559,3109,3180,1,7,49
1560,3111,3182,1,31,20
1561,3113,3184,2,3,7
1562,3114,3185,1,10,25
1563,3115,3186,1,19,47
1564,3117,3188,2,28,35
1565,3118,3189,2,14,33
1566,3124,3195,1,9,41
1567,3125,3196,2,18,27
1568,3127,3198,2,29,1
1569,3127,3199,1,21,42
1570,3128,3200,2,20,12
1571,3132,3204,2,31,19
1572,3136,3208,2,21,35
1573,3140,3212,2,2,3
1574,3142,3214,1,15,38
1575,3145,3217,2,5,44
1576,3146,3218,1,5,1
1577,3148,3221,2,15,22
1578,3150,3224,2,30,46
1579,3151,3225,1,7,10
1580,3154,3228,2,20,20
1581,3155,3229,2,5,15
1582,3156,3230,1,30,43
1583,3157,3231,1,27,19
1584,3158,3232,1,4,32
1585,3159,3233,1,24,21
1586,3160,3234,2,29,30
1587,3162,3236,1,24,5
1588,3163,3237,1,19,37
1589,3164,3238,1,28,14
1590,3166,3240,1,14,10
1591,3169,3244,2,23,13
1592,3170,3247,2,15,16
1593,3175,3252,2,3,50
1594,3176,3253,1,11,48
1595,3177,3254,1,27,38
1596,3178,3255,2,30,47
1597,3182,3260,1,10,15
1598,3186,3264,2,20,8
1599,3188,3266,2,4,30
1600,3191,3272,1,9,34
1601,3195,3279,1,7,27
1602,3196,3280,2,2,4
1603,3197,3281,2,9,13
1604,3198,3282,1,28,34
1605,3199,3283,1,3,39
1606,3200,3284,2,26,17
1607,3203,3287,1,5,35
1608,3204,3288,2,11,6
1609,3205,3289,2,28,44
1610,3206,3290,1,19,33
1611,3207,3291,2,24,35
1612,3208,3292,1,28,32
1613,3211,3295,1,12,50
1614,3212,3296,1,10,8
1615,3213,3297,1,21,12
1616,3217,3301,1,23,34
1617,3219,3303,2,10,2
1618,3223,3307,2,27,8
1619,3225,3309,1,26,33
1620,3226,3310,1,11,4
1621,3227,3311,1,19,19
1622,3230,3314,1,13,47
1623,3231,3315,1,25,31
1624,3232,3316,1,8,32
1625,3234,3318,2,24,42
1626,3236,3320,1,28,27
1627,3237,3321,2,4,30
1628,3238,3322,1,12,12
1629,3247,3331,2,12,48
1630,3248,3332,1,3,28
1631,3249,3333,1,29,1
1632,3251,3335,1,9,33
1633,3252,3336,1,16,40
1634,3253,3337,1,5,43
1635,3257,3341,1,4,38
1636,3259,3343,1,18,29
1637,3261,3345,1,5,23
1638,3263,3347,1,16,11
1639,3264,3348,2,13,12
1640,3266,3350,2,26,36
1641,3267,3351,1,1,34
1642,3269,3353,2,3,14
1643,3270,3354,1,31,16
1644,3272,3356,1,8,11
1645,3273,3357,1,28,30
1646,3274,3358,2,2,39
1647,3277,3361,2,25,45
1648,3280,3364,2,6,25
1649,3281,3365,1,22,21
1650,3283,3367,1,9,5
1651,3284,3368,2,14,30
1652,3285,3369,2,13,17
1653,3286,3370,1,24,13
1654,3287,3371,2,9,16
1655,3288,3372,1,4,32
1656,3290,3374,1,14,25
1657,3291,3375,2,7,43
1658,3292,3376,1,26,24
1659,3296,3380,1,10,1
1660,3297,3381,2,15,43
1661,3298,3382,1,27,38
1662,3299,3384,2,5,23
1663,3301,3386,1,6,31
1664,3302,3387,2,2,41
1665,3303,3388,2,25,49
1666,3305,3390,1,19,8
1667,3306,3391,1,11,46
1668,3306,3392,1,24,46
1669,3309,3397,1,29,31
1670,3312,3400,1,2,18
1671,3313,3401,1,8,18
1672,3319,3407,2,19,46
1673,3320,3408,1,17,21
1674,3321,3409,2,3,27
1675,3322,3410,1,29,28
1676,3323,3411,1,13,27
1677,3328,3416,2,10,37
1678,3331,3419,2,4,24
1679,3334,3422,1,24,18
1680,3335,3423,1,25,39
1681,3337,3425,1,24,35
1682,3338,3426,1,17,1
1683,3340,3428,1,28,9
1684,3342,3430,2,3,21
1685,3343,3431,2,21,1
1686,3344,3432,1,27,14
1687,3345,3433,1,22,17
1688,3347,3435,2,5,35
1689,3351,3439,2,2,3
1690,3353,3441,2,1,8
1691,3358,3446,1,12,49
1692,3359,3447,2,7,43
1693,3361,3449,2,22,8
1694,3362,3450,2,15,35
1695,3363,3451,1,7,47
1696,3364,3453,2,22,15
1697,3366,3455,1,28,27
1698,3367,3456,1,23,36
1699,3368,3457,2,4,48
1700,3372,3461,1,27,30
1701,3374,3463,1,17,24
1702,3375,3464,2,24,31
1703,3378,3467,2,4,19
1704,3380,3469,2,20,29
1705,3381,3470,2,3,36
1706,3382,3471,1,13,23
1707,3383,3472,2,10,1
1708,3384,3473,2,12,2
1709,3385,3474,1,21,6
1710,3389,3478,2,10,10
1711,3391,3480,1,11,6
1712,3394,3483,1,10,33
1713,3396,3485,2,9,36
1714,3397,3486,1,15,46
1715,3398,3487,2,31,40
1716,3399,3488,2,5,21
1717,3401,3490,1,14,5
1718,3403,3492,1,16,10
1719,3404,3493,2,20,17
1720,3405,3494,1,1,12
1721,3406,3495,2,1,37
1722,3407,3496,1,14,13
1723,3409,3498,2,17,48
1724,3410,3500,2,24,10
1725,3410,3502,2,23,20
1726,3418,3510,1,27,43
1727,3419,3511,1,13,34
1728,3421,3513,1,4,41
1729,3422,3514,2,21,8
1730,3429,3521,2,6,36
1731,3430,3522,2,7,11
1732,3431,3523,2,21,16
1733,3432,3524,2,3,49
1734,3433,3525,2,13,9
1735,3436,3528,2,14,46
1736,3437,3529,1,6,2
1737,3438,3530,2,17,7
1738,3442,3534,1,10,38
1739,3447,3539,1,18,10
1740,3448,3540,1,10,23
1741,3449,3541,2,17,27
1742,3451,3543,1,6,35
1743,3452,3544,2,31,24
1744,3455,3547,2,28,23
1745,3456,3548,2,6,21
1746,3457,3549,1,21,40
1747,3458,3550,1,1,38
1748,3459,3551,2,1,29
1749,3459,3552,2,2,17
1750,3459,3553,2,5,50
1751,3460,3555,2,5,13
1752,3462,3557,2,7,38
1753,3463,3558,2,6,35
1754,3465,3560,1,27,44
1755,3466,3561,1,10,13
1756,3469,3564,1,6,25
1757,3470,3565,1,4,39
1758,3472,3567,2,3,1
1759,3473,3568,2,9,46
1760,3475,3570,2,2,15
1761,3476,3571,1,6,16
1762,3477,3572,1,19,38
1763,3478,3573,1,9,10
1764,3483,3578,2,19,48
1765,3484,3579,1,24,41
1766,3487,3582,2,20,27
1767,3488,3583,1,9,45
1768,3491,3586,1,20,46
1769,3492,3587,2,24,5
1770,3493,3588,2,22,5
1771,3494,3589,2,3,50
1772,3498,3593,2,22,50
1773,3499,3594,1,11,22
1774,3501,3596,2,15,9
1775,3505,3600,2,7,48
1776,3506,3601,1,27,22
1777,3507,3602,2,26,10
1778,3509,3604,1,18,23
1779,3510,3605,2,25,33
1780,3511,3606,1,21,47
1781,3515,3610,2,23,25
1782,3516,3611,1,21,49
1783,3518,3613,2,6,35
1784,3520,3615,1,19,38
1785,3521,3616,1,22,39
1786,3526,3621,2,4,13
1787,3530,3625,1,20,47
1788,3535,3630,1,1,27
1789,3539,3634,2,3,22
1790,3540,3635,2,8,37
1791,3542,3637,1,8,40
1792,3544,3639,2,16,16
1793,3547,3642,2,14,9
1794,3549,3644,1,20,13
1795,3550,3645,1,16,11
1796,3554,3649,2,12,16
1797,3555,3650,2,26,33
1798,3556,3651,2,25,2
1799,3558,3653,1,29,46
1800,3559,3654,2,8,30
1801,3562,3657,2,7,48
1802,3566,3661,2,12,34
1803,3568,3663,2,15,19
1804,3569,3664,1,17,38
1805,3571,3666,1,24,35
1806,3572,3667,1,13,18
1807,3574,3669,1,21,47
1808,3575,3670,1,2,25
1809,3576,3671,2,30,31
1810,3578,3673,2,17,38
1811,3580,3675,2,31,36
1812,3581,3676,1,11,42
1813,3582,3677,2,10,26
1814,3583,3678,1,11,24
1815,3587,3682,1,4,47
1816,3588,3683,2,20,4
1817,3589,3684,1,15,45
1818,3592,3687,1,2,43
1819,3594,3689,1,21,38
1820,3596,3691,2,25,20
1821,3598,3693,1,22,42
1822,3599,3694,2,25,22
1823,3600,3695,2,17,13
1824,3601,3696,1,21,36
1825,3602,3697,1,25,34
1826,3603,3698,1,4,27
1827,3606,3701,1,2,14
1828,3607,3702,2,1,10
1829,3608,3703,1,26,32
1830,3611,3706,1,21,9
1831,3615,3711,2,15,36
1832,3616,3712,1,26,40
1833,3617,3713,1,20,11
1834,3619,3715,2,28,31
1835,3622,3718,1,7,18
1836,3623,3719,2,6,28
1837,3627,3723,1,17,24
1838,3628,3724,2,10,46
1839,3631,3727,2,9,37
1840,3633,3729,1,2,19
1841,3634,3730,2,12,3
1842,3637,3733,2,1,19
1843,3640,3736,2,2,36
1844,3641,3737,2,13,25
1845,3646,3742,2,27,2
1846,3647,3743,1,3,6
1847,3648,3744,2,4,3
1848,3649,3745,1,11,4
1849,3650,3746,1,22,29
1850,3652,3748,1,3,40
1851,3655,3751,1,27,5
1852,3656,3752,1,2,37
1853,3657,3753,1,28,44
1854,3659,3755,2,12,22
1855,3660,3756,2,7,16
1856,3661,3757,1,24,41
1857,3664,3760,2,14,43
1858,3665,3761,1,28,47
1859,3668,3764,1,4,17
1860,3673,3769,2,6,19
1861,3676,3772,1,5,45
1862,3678,3774,2,21,22
1863,3680,3776,2,19,11
1864,3681,3777,2,23,23
1865,3682,3778,2,3,42
1866,3685,3781,1,25,6
1867,3686,3782,1,16,18
1868,3689,3785,2,28,9
1869,3690,3786,1,27,17
1870,3691,3787,2,27,19
1871,3691,3788,1,26,41
1872,3693,3791,1,22,33
1873,3696,3794,2,12,48
1874,3697,3795,2,6,28
1875,3698,3796,2,14,8
1876,3699,3797,1,31,15
1877,3700,3798,1,22,2
1878,3703,3801,1,31,46
1879,3706,3804,1,26,33
1880,3707,3805,1,19,28
1881,3710,3808,1,4,13
1882,3711,3809,1,17,7
1883,3712,3810,2,29,18
1884,3713,3811,2,17,15
1885,3714,3812,1,9,50
1886,3716,3814,1,10,3
1887,3719,3817,1,6,37
1888,3720,3818,2,27,46
1889,3723,3821,2,30,18
1890,3725,3823,2,22,16
1891,3727,3825,2,11,30
1892,3729,3827,2,23,9
1893,3730,3828,1,13,20
1894,3731,3829,2,4,50
1895,3731,3831,1,23,25
1896,3733,3833,1,29,36
1897,3735,3835,1,12,2
1898,3736,3836,2,1,41
1899,3738,3838,2,24,35
1900,3739,3839,1,1,7
1901,3741,3841,1,24,14
1902,3746,3846,2,14,13
1903,3747,3847,1,18,28
1904,3751,3851,1,15,29
1905,3753,3853,1,23,10
1906,3754,3854,1,7,12
1907,3756,3856,2,23,30
1908,3758,3858,2,9,9
1909,3760,3860,2,23,2
1910,3762,3862,2,12,1
1911,3764,3864,2,7,47
1912,3765,3865,1,4,28
1913,3768,3868,2,21,19
1914,3769,3869,1,10,13
1915,3771,3871,2,25,4
1916,3772,3872,2,21,14
1917,3774,3874,1,5,25
1918,3775,3875,2,15,21
1919,3776,3876,1,31,24
1920,3777,3877,1,16,7
1921,3778,3878,1,1,40
1922,3781,3881,1,26,48
1923,3782,3882,1,6,32
1924,3783,3883,2,6,13
1925,3784,3884,1,9,11
1926,3785,3885,1,16,30
1927,3788,3888,2,2,26
1928,3791,3891,1,18,37
1929,3792,3892,1,4,31
1930,3793,3893,2,17,10
1931,3794,3894,2,9,7
1932,3797,3897,1,25,10
1933,3798,3898,2,12,43
1934,3800,3900,1,19,13
1935,3801,3901,2,1,37
1936,3803,3903,2,6,29
1937,3803,3904,2,4,1
1938,3808,3910,2,11,35
1939,3810,3912,1,12,9
1940,3812,3914,2,30,5
1941,3813,3915,1,20,49
1942,3815,3917,2,10,33
1943,3817,3919,2,3,13
1944,3818,3920,1,19,16
1945,3819,3921,1,3,13
1946,3823,3925,1,7,13
1947,3824,3926,1,28,2
1948,3826,3928,2,25,13
1949,3828,3930,1,21,20
1950,3829,3931,2,27,41
1951,3830,3932,2,23,34
1952,3832,3934,2,7,2
1953,3834,3936,1,16,48
1954,3836,3938,2,2,7
1955,3837,3939,2,3,29
1956,3838,3940,2,16,18
1957,3840,3942,1,6,42
1958,3841,3943,1,25,30
1959,3842,3944,1,23,35
1960,3845,3947,2,8,7
1961,3849,3951,1,15,25
1962,3850,3952,2,8,11
1963,3851,3953,2,9,49
1964,3853,3955,2,12,29
1965,3854,3956,1,6,23
1966,3856,3958,1,12,3
1967,3862,3964,2,12,43
1968,3863,3965,2,25,45
1969,3865,3967,1,27,14
1970,3868,3970,2,31,48
1971,3870,3972,2,19,48
1972,3872,3974,1,5,38
1973,3873,3975,2,4,38
1974,3875,3977,2,26,11
1975,3876,3978,1,6,31
1976,3877,3979,2,21,9
1977,3879,3981,2,27,40
1978,3880,3982,2,26,41
1979,3882,3984,1,31,36
1980,3884,3986,2,22,30
1981,3885,3987,1,27,1
1982,3886,3988,1,13,19
1983,3890,3992,1,27,7
1984,3891,3993,2,6,22
1985,3892,3994,1,22,48
