CaseMasterID,ActID,SectionID
2614,IPC,498A
2614,IPC,304B
2615,IPC,27
2616,IPC,323
2617,IPC,356
2617,IPC,379
2618,IPC,420
2618,IPC,66D
2619,IPC,325
2619,IPC,326
2620,IPC,498A
2620,IPC,304B
2621,IPC,268
2622,IPC,454
2622,IPC,457
2623,IPC,420
2623,IPC,66D
2624,IPC,356
2624,IPC,379
2625,IPC,323
2626,IPC,420
2626,IPC,66D
2627,IPC,454
2627,IPC,457
2628,IPC,379
2628,IPC,380
2629,IPC,27
2630,IPC,420
2631,IPC,323
2632,IPC,325
2632,IPC,326
2633,IPC,302
2634,IPC,323
2635,IPC,420
2635,IPC,66D
2636,IPC,420
2636,IPC,66D
2637,IPC,420
2637,IPC,66D
2638,IPC,379
2638,IPC,380
2639,IPC,498A
2640,IPC,379
2640,IPC,380
2641,IPC,325
2641,IPC,326
2642,IPC,27
2643,IPC,379
2643,IPC,380
2644,IPC,325
2644,IPC,326
2645,IPC,454
2645,IPC,457
2646,IPC,323
2647,IPC,268
2648,IPC,379
2648,IPC,380
2649,IPC,325
2649,IPC,326
2650,IPC,323
2651,IPC,325
2651,IPC,326
2652,IPC,420
2653,IPC,498A
2653,IPC,304B
2654,IPC,268
2655,IPC,323
2656,IPC,498A
2656,IPC,304B
2657,IPC,379
2657,IPC,380
2658,IPC,498A
2659,IPC,354
2660,IPC,498A
2661,IPC,379
2662,IPC,323
2663,IPC,143
2664,IPC,268
2665,IPC,392
2666,IPC,307
2667,IPC,323
2668,IPC,302
2669,IPC,143
2670,IPC,323
2671,IPC,307
2672,IPC,379
2672,IPC,380
2673,IPC,307
2674,IPC,420
2674,IPC,66D
2675,IPC,379
2676,IPC,392
2677,IPC,323
2678,IPC,27
2679,IPC,363
2679,IPC,365
2680,IPC,147
2680,IPC,148
2681,IPC,420
2681,IPC,66D
2682,IPC,323
2683,IPC,302
2684,IPC,454
2684,IPC,457
2685,IPC,268
2686,IPC,379
2686,IPC,380
2687,IPC,27
2688,IPC,354D
2688,IPC,67
2689,IPC,379
2689,IPC,380
2690,IPC,363
2690,IPC,365
2691,IPC,363
2691,IPC,365
2692,IPC,395
2693,IPC,27
2694,IPC,454
2694,IPC,457
2695,IPC,323
2696,IPC,379
2696,IPC,380
2697,IPC,454
2697,IPC,457
2698,IPC,268
2699,IPC,356
2699,IPC,379
2700,IPC,498A
2701,IPC,379
2701,IPC,380
2702,IPC,498A
2703,IPC,454
2703,IPC,457
2704,IPC,356
2704,IPC,379
2705,IPC,420
2705,IPC,66D
2706,IPC,454
2706,IPC,457
2707,IPC,354
2708,IPC,325
2708,IPC,326
2709,IPC,420
2710,IPC,379
2710,IPC,380
2711,IPC,379
2712,IPC,147
2712,IPC,148
2713,IPC,27
2714,IPC,379
2715,IPC,379
2716,IPC,498A
2717,IPC,379
2717,IPC,380
2718,IPC,323
2719,IPC,379
2719,IPC,380
2720,IPC,420
2721,IPC,268
2722,IPC,379
2722,IPC,380
2723,IPC,379
2724,IPC,354
2725,IPC,392
2726,IPC,420
2726,IPC,66D
2727,IPC,27
2728,IPC,379
2729,IPC,27
2730,IPC,379
2730,IPC,380
2731,IPC,392
2732,IPC,454
2732,IPC,457
2733,IPC,27
2734,IPC,143
2735,IPC,420
2736,IPC,323
2737,IPC,356
2737,IPC,379
2738,IPC,356
2738,IPC,379
2739,IPC,420
2739,IPC,66D
2740,IPC,268
2741,IPC,379
2742,IPC,379
2743,IPC,454
2743,IPC,457
2744,IPC,498A
2744,IPC,304B
2745,IPC,302
2746,IPC,454
2746,IPC,457
2747,IPC,325
2747,IPC,326
2748,IPC,325
2748,IPC,326
2749,IPC,454
2749,IPC,457
2750,IPC,27
2751,IPC,27
2752,IPC,147
2752,IPC,148
2753,IPC,307
2754,IPC,420
2755,IPC,498A
2755,IPC,304B
2756,IPC,379
2757,IPC,498A
2757,IPC,304B
2758,IPC,420
2758,IPC,66D
2759,IPC,354
2760,IPC,143
2761,IPC,307
2762,IPC,379
2763,IPC,392
2764,IPC,268
2765,IPC,268
2766,IPC,379
2766,IPC,380
2767,IPC,454
2767,IPC,457
2768,IPC,498A
2768,IPC,304B
2769,IPC,27
2770,IPC,420
2771,IPC,147
2771,IPC,148
2772,IPC,420
2773,IPC,268
2774,IPC,354D
2774,IPC,67
2775,IPC,323
2776,IPC,268
2777,IPC,268
2778,IPC,454
2778,IPC,457
2779,IPC,268
2780,IPC,268
2781,IPC,420
2781,IPC,66D
2782,IPC,420
2782,IPC,66D
2783,IPC,498A
2783,IPC,304B
2784,IPC,420
2785,IPC,420
2785,IPC,66D
2786,IPC,379
2786,IPC,380
2787,IPC,454
2787,IPC,457
2788,IPC,27
2789,IPC,420
2789,IPC,66D
2790,IPC,420
2790,IPC,66D
2791,IPC,420
2792,IPC,420
2792,IPC,66D
2793,IPC,268
2794,IPC,420
2795,IPC,420
2795,IPC,66D
2796,IPC,268
2797,IPC,143
2798,IPC,21
2798,IPC,29
2799,IPC,420
2800,IPC,379
2800,IPC,380
2801,IPC,27
2802,IPC,379
2803,IPC,420
2804,IPC,268
2805,IPC,498A
2805,IPC,304B
2806,IPC,420
2806,IPC,66D
2807,IPC,420
2808,IPC,363
2808,IPC,365
2809,IPC,420
2809,IPC,66D
2810,IPC,354
2811,IPC,498A
2812,IPC,307
2813,IPC,379
2814,IPC,323
2815,IPC,323
2816,IPC,379
2816,IPC,380
2817,IPC,356
2817,IPC,379
2818,IPC,379
2819,IPC,498A
2819,IPC,304B
2820,IPC,268
2821,IPC,379
2822,IPC,454
2822,IPC,457
2823,IPC,354
2824,IPC,356
2824,IPC,379
2825,IPC,379
2826,IPC,354
2827,IPC,498A
2828,IPC,454
2828,IPC,457
2829,IPC,21
2829,IPC,29
2830,IPC,325
2830,IPC,326
2831,IPC,420
2831,IPC,66D
2832,IPC,420
2833,IPC,27
2834,IPC,395
2835,IPC,420
2836,IPC,420
2836,IPC,66D
2837,IPC,379
2837,IPC,380
2838,IPC,147
2838,IPC,148
2839,IPC,392
2840,IPC,143
2841,IPC,379
2842,IPC,325
2842,IPC,326
2843,IPC,420
2843,IPC,66D
2844,IPC,323
2845,IPC,498A
2846,IPC,325
2846,IPC,326
2847,IPC,27
2848,IPC,392
2849,IPC,302
2850,IPC,354
2851,IPC,354
2852,IPC,268
2853,IPC,420
2854,IPC,354
2855,IPC,354
2856,IPC,363
2856,IPC,365
2857,IPC,420
2858,IPC,27
2859,IPC,323
2860,IPC,379
2860,IPC,380
2861,IPC,363
2861,IPC,365
2862,IPC,27
2863,IPC,379
2863,IPC,380
2864,IPC,395
2865,IPC,498A
2866,IPC,302
2867,IPC,454
2867,IPC,457
2868,IPC,498A
2869,IPC,420
2869,IPC,66D
2870,IPC,147
2870,IPC,148
2871,IPC,147
2871,IPC,148
2872,IPC,498A
2873,IPC,356
2873,IPC,379
2874,IPC,268
2875,IPC,363
2875,IPC,365
2876,IPC,420
2876,IPC,66D
2877,IPC,325
2877,IPC,326
2878,IPC,323
2879,IPC,354D
2879,IPC,67
2880,IPC,379
2880,IPC,380
2881,IPC,498A
2882,IPC,363
2882,IPC,365
2883,IPC,395
2884,IPC,420
2884,IPC,66D
2885,IPC,379
2886,IPC,498A
2886,IPC,304B
2887,IPC,379
2887,IPC,380
2888,IPC,379
2889,IPC,420
2890,IPC,420
2890,IPC,66D
2891,IPC,454
2891,IPC,457
2892,IPC,323
2893,IPC,498A
2893,IPC,304B
2894,IPC,454
2894,IPC,457
2895,IPC,325
2895,IPC,326
2896,IPC,27
2897,IPC,420
2898,IPC,420
2899,IPC,379
2899,IPC,380
2900,IPC,363
2900,IPC,365
2901,IPC,143
2902,IPC,379
2902,IPC,380
2903,IPC,379
2904,IPC,379
2905,IPC,379
2906,IPC,392
2907,IPC,420
2908,IPC,498A
2909,IPC,27
2910,IPC,147
2910,IPC,148
2911,IPC,27
2912,IPC,356
2912,IPC,379
2913,IPC,420
2913,IPC,66D
2914,IPC,379
2914,IPC,380
2915,IPC,325
2915,IPC,326
2916,IPC,356
2916,IPC,379
2917,IPC,307
2918,IPC,27
2919,IPC,379
2920,IPC,379
2921,IPC,354
2922,IPC,379
2922,IPC,380
2923,IPC,420
2924,IPC,379
2924,IPC,380
2925,IPC,354D
2925,IPC,67
2926,IPC,356
2926,IPC,379
2927,IPC,392
2928,IPC,325
2928,IPC,326
2929,IPC,363
2929,IPC,365
2930,IPC,379
2930,IPC,380
2931,IPC,354D
2931,IPC,67
2932,IPC,454
2932,IPC,457
2933,IPC,379
2934,IPC,498A
2935,IPC,143
2936,IPC,268
2937,IPC,498A
2938,IPC,307
2939,IPC,498A
2940,IPC,307
2941,IPC,302
2942,IPC,356
2942,IPC,379
2943,IPC,354
2944,IPC,323
2945,IPC,379
2945,IPC,380
2946,IPC,420
2946,IPC,66D
2947,IPC,379
2948,IPC,147
2948,IPC,148
2949,IPC,420
2950,IPC,498A
2951,IPC,268
2952,IPC,363
2952,IPC,365
2953,IPC,379
2953,IPC,380
2954,IPC,498A
2954,IPC,304B
2955,IPC,498A
2956,IPC,143
2957,IPC,379
2958,IPC,379
2958,IPC,380
2959,IPC,268
2960,IPC,454
2960,IPC,457
2961,IPC,143
2962,IPC,354D
2962,IPC,67
2963,IPC,420
2963,IPC,66D
2964,IPC,420
2964,IPC,66D
2965,IPC,420
2966,IPC,379
2966,IPC,380
2967,IPC,420
2967,IPC,66D
2968,IPC,354
2969,IPC,420
2970,IPC,325
2970,IPC,326
2971,IPC,379
2971,IPC,380
2972,IPC,379
2972,IPC,380
2973,IPC,379
2974,IPC,379
2974,IPC,380
2975,IPC,420
2976,IPC,323
2977,IPC,354D
2977,IPC,67
2978,IPC,323
2979,IPC,379
2979,IPC,380
2980,IPC,379
2981,IPC,420
2981,IPC,66D
2982,IPC,454
2982,IPC,457
2983,IPC,323
2984,IPC,454
2984,IPC,457
2985,IPC,498A
2986,IPC,268
2987,IPC,354D
2987,IPC,67
2988,IPC,268
2989,IPC,147
2989,IPC,148
2990,IPC,147
2990,IPC,148
2991,IPC,363
2991,IPC,365
2992,IPC,21
2992,IPC,29
2993,IPC,143
2994,IPC,420
2995,IPC,454
2995,IPC,457
2996,IPC,147
2996,IPC,148
2997,IPC,354
2998,IPC,454
2998,IPC,457
2999,IPC,21
2999,IPC,29
3000,IPC,379
3000,IPC,380
3001,IPC,498A
3002,IPC,454
3002,IPC,457
3003,IPC,323
3004,IPC,395
3005,IPC,143
3006,IPC,354D
3006,IPC,67
3007,IPC,268
3008,IPC,325
3008,IPC,326
3009,IPC,356
3009,IPC,379
3010,IPC,379
3011,IPC,27
3012,IPC,379
3013,IPC,420
3013,IPC,66D
3014,IPC,323
3015,IPC,143
3016,IPC,379
3017,IPC,498A
3017,IPC,304B
3018,IPC,392
3019,IPC,379
3019,IPC,380
3020,IPC,454
3020,IPC,457
3021,IPC,354
3022,IPC,379
3022,IPC,380
3023,IPC,379
3023,IPC,380
3024,IPC,379
3024,IPC,380
3025,IPC,323
3026,IPC,354D
3026,IPC,67
3027,IPC,379
3027,IPC,380
3028,IPC,27
3029,IPC,420
3030,IPC,454
3030,IPC,457
3031,IPC,420
3032,IPC,325
3032,IPC,326
3033,IPC,392
3034,IPC,143
3035,IPC,420
3035,IPC,66D
3036,IPC,420
3037,IPC,420
3038,IPC,420
3038,IPC,66D
3039,IPC,354D
3039,IPC,67
3040,IPC,379
3040,IPC,380
3041,IPC,379
3041,IPC,380
3042,IPC,302
3043,IPC,379
3044,IPC,379
3044,IPC,380
3045,IPC,323
3046,IPC,143
3047,IPC,379
3047,IPC,380
3048,IPC,420
3049,IPC,325
3049,IPC,326
3050,IPC,379
3051,IPC,454
3051,IPC,457
3052,IPC,454
3052,IPC,457
3053,IPC,268
3054,IPC,454
3054,IPC,457
3055,IPC,302
3056,IPC,325
3056,IPC,326
3057,IPC,392
3058,IPC,307
3059,IPC,420
3060,IPC,420
3060,IPC,66D
3061,IPC,379
3062,IPC,21
3062,IPC,29
3063,IPC,392
3064,IPC,354D
3064,IPC,67
3065,IPC,379
3065,IPC,380
3066,IPC,302
3067,IPC,143
3068,IPC,27
3069,IPC,420
3069,IPC,66D
3070,IPC,498A
3070,IPC,304B
3071,IPC,498A
3072,IPC,27
3073,IPC,420
3074,IPC,323
3075,IPC,498A
3076,IPC,143
3077,IPC,420
3077,IPC,66D
3078,IPC,354
3079,IPC,21
3079,IPC,29
3080,IPC,143
3081,IPC,323
3082,IPC,379
3083,IPC,379
3084,IPC,323
3085,IPC,356
3085,IPC,379
3086,IPC,325
3086,IPC,326
3087,IPC,420
3087,IPC,66D
3088,IPC,420
3089,IPC,454
3089,IPC,457
3090,IPC,420
3090,IPC,66D
3091,IPC,307
3092,IPC,420
3092,IPC,66D
3093,IPC,379
3094,IPC,454
3094,IPC,457
3095,IPC,420
3095,IPC,66D
3096,IPC,379
3097,IPC,420
3097,IPC,66D
3098,IPC,379
3098,IPC,380
3099,IPC,498A
3100,IPC,420
3100,IPC,66D
3101,IPC,21
3101,IPC,29
3102,IPC,325
3102,IPC,326
3103,IPC,323
3104,IPC,498A
3105,IPC,363
3105,IPC,365
3106,IPC,420
3107,IPC,356
3107,IPC,379
3108,IPC,323
3109,IPC,325
3109,IPC,326
3110,IPC,420
3110,IPC,66D
3111,IPC,21
3111,IPC,29
3112,IPC,454
3112,IPC,457
3113,IPC,420
3114,IPC,356
3114,IPC,379
3115,IPC,143
3116,IPC,392
3117,IPC,420
3118,IPC,498A
3118,IPC,304B
3119,IPC,498A
3119,IPC,304B
3120,IPC,420
3120,IPC,66D
3121,IPC,268
3122,IPC,354
3123,IPC,27
3124,IPC,27
3125,IPC,392
3126,IPC,21
3126,IPC,29
3127,IPC,498A
3128,IPC,420
3128,IPC,66D
3129,IPC,454
3129,IPC,457
3130,IPC,21
3130,IPC,29
3131,IPC,498A
3132,IPC,420
3132,IPC,66D
3133,IPC,307
3134,IPC,454
3134,IPC,457
3135,IPC,143
3136,IPC,268
3137,IPC,454
3137,IPC,457
3138,IPC,379
3138,IPC,380
3139,IPC,307
3140,IPC,420
3141,IPC,356
3141,IPC,379
3142,IPC,454
3142,IPC,457
3143,IPC,325
3143,IPC,326
3144,IPC,356
3144,IPC,379
3145,IPC,379
3145,IPC,380
3146,IPC,325
3146,IPC,326
3147,IPC,498A
3148,IPC,498A
3148,IPC,304B
3149,IPC,356
3149,IPC,379
3150,IPC,323
3151,IPC,379
3151,IPC,380
3152,IPC,307
3153,IPC,454
3153,IPC,457
3154,IPC,454
3154,IPC,457
3155,IPC,379
3155,IPC,380
3156,IPC,420
3157,IPC,498A
3158,IPC,147
3158,IPC,148
3159,IPC,325
3159,IPC,326
3160,IPC,356
3160,IPC,379
3161,IPC,323
3162,IPC,323
3163,IPC,379
3164,IPC,302
3165,IPC,356
3165,IPC,379
3166,IPC,498A
3167,IPC,354D
3167,IPC,67
3168,IPC,420
3169,IPC,395
3170,IPC,379
3171,IPC,325
3171,IPC,326
3172,IPC,27
3173,IPC,379
3173,IPC,380
3174,IPC,420
3174,IPC,66D
3175,IPC,268
3176,IPC,354
3177,IPC,379
3177,IPC,380
3178,IPC,379
3178,IPC,380
3179,IPC,420
3179,IPC,66D
3180,IPC,268
3181,IPC,143
3182,IPC,325
3182,IPC,326
3183,IPC,420
3183,IPC,66D
3184,IPC,379
3184,IPC,380
3185,IPC,498A
3186,IPC,498A
3186,IPC,304B
3187,IPC,379
3187,IPC,380
3188,IPC,379
3188,IPC,380
3189,IPC,454
3189,IPC,457
3190,IPC,307
3191,IPC,354D
3191,IPC,67
3192,IPC,420
3193,IPC,268
3194,IPC,268
3195,IPC,379
3196,IPC,420
3196,IPC,66D
3197,IPC,323
3198,IPC,21
3198,IPC,29
3199,IPC,356
3199,IPC,379
3200,IPC,379
3200,IPC,380
3201,IPC,323
3202,IPC,143
3203,IPC,325
3203,IPC,326
3204,IPC,354
3205,IPC,354D
3205,IPC,67
3206,IPC,498A
3206,IPC,304B
3207,IPC,454
3207,IPC,457
3208,IPC,268
3209,IPC,323
3210,IPC,325
3210,IPC,326
3211,IPC,392
3212,IPC,420
3213,IPC,27
3214,IPC,323
3215,IPC,21
3215,IPC,29
3216,IPC,356
3216,IPC,379
3217,IPC,268
3218,IPC,379
3218,IPC,380
3219,IPC,21
3219,IPC,29
3220,IPC,420
3221,IPC,323
3222,IPC,498A
3223,IPC,420
3223,IPC,66D
3224,IPC,21
3224,IPC,29
3225,IPC,323
3226,IPC,27
3227,IPC,379
3228,IPC,354D
3228,IPC,67
3229,IPC,323
3230,IPC,147
3230,IPC,148
3231,IPC,498A
3231,IPC,304B
3232,IPC,420
3233,IPC,392
3234,IPC,420
3235,IPC,420
3236,IPC,379
3237,IPC,420
3237,IPC,66D
3238,IPC,454
3238,IPC,457
3239,IPC,420
3240,IPC,498A
3241,IPC,323
3242,IPC,392
3243,IPC,454
3243,IPC,457
3244,IPC,147
3244,IPC,148
3245,IPC,454
3245,IPC,457
3246,IPC,498A
3247,IPC,323
3248,IPC,379
3248,IPC,380
3249,IPC,27
3250,IPC,498A
3251,IPC,323
3252,IPC,323
3253,IPC,454
3253,IPC,457
3254,IPC,379
3254,IPC,380
3255,IPC,268
3256,IPC,392
3257,IPC,302
3258,IPC,354
3259,IPC,356
3259,IPC,379
3260,IPC,354D
3260,IPC,67
3261,IPC,420
3261,IPC,66D
3262,IPC,363
3262,IPC,365
3263,IPC,379
3263,IPC,380
3264,IPC,323
3265,IPC,420
3265,IPC,66D
3266,IPC,379
3267,IPC,323
3268,IPC,379
3268,IPC,380
3269,IPC,420
3270,IPC,498A
3271,IPC,356
3271,IPC,379
3272,IPC,379
3272,IPC,380
3273,IPC,379
3274,IPC,498A
3275,IPC,307
3276,IPC,363
3276,IPC,365
3277,IPC,420
3277,IPC,66D
3278,IPC,379
3278,IPC,380
3279,IPC,379
3279,IPC,380
3280,IPC,354
3281,IPC,268
3282,IPC,498A
3283,IPC,323
3284,IPC,498A
3285,IPC,420
3285,IPC,66D
3286,IPC,392
3287,IPC,21
3287,IPC,29
3288,IPC,379
3289,IPC,379
3289,IPC,380
3290,IPC,379
3290,IPC,380
3291,IPC,307
3292,IPC,392
3293,IPC,268
3294,IPC,379
3294,IPC,380
3295,IPC,379
3296,IPC,354D
3296,IPC,67
3297,IPC,323
3298,IPC,420
3299,IPC,325
3299,IPC,326
3300,IPC,379
3300,IPC,380
3301,IPC,498A
3302,IPC,498A
3303,IPC,379
3303,IPC,380
3304,IPC,268
3305,IPC,323
3306,IPC,420
3306,IPC,66D
3307,IPC,498A
3308,IPC,420
3309,IPC,392
3310,IPC,379
3310,IPC,380
3311,IPC,454
3311,IPC,457
3312,IPC,143
3313,IPC,420
3313,IPC,66D
3314,IPC,420
3315,IPC,379
3315,IPC,380
3316,IPC,454
3316,IPC,457
3317,IPC,21
3317,IPC,29
3318,IPC,454
3318,IPC,457
3319,IPC,147
3319,IPC,148
3320,IPC,147
3320,IPC,148
3321,IPC,379
3321,IPC,380
3322,IPC,143
3323,IPC,363
3323,IPC,365
3324,IPC,454
3324,IPC,457
3325,IPC,323
3326,IPC,354
3327,IPC,454
3327,IPC,457
3328,IPC,454
3328,IPC,457
3329,IPC,363
3329,IPC,365
3330,IPC,323
3331,IPC,325
3331,IPC,326
3332,IPC,147
3332,IPC,148
3333,IPC,356
3333,IPC,379
3334,IPC,454
3334,IPC,457
3335,IPC,268
3336,IPC,356
3336,IPC,379
3337,IPC,420
3337,IPC,66D
3338,IPC,325
3338,IPC,326
3339,IPC,392
3340,IPC,143
3341,IPC,323
3342,IPC,379
3342,IPC,380
3343,IPC,323
3344,IPC,323
3345,IPC,307
3346,IPC,325
3346,IPC,326
3347,IPC,498A
3348,IPC,307
3349,IPC,420
3350,IPC,143
3351,IPC,27
3352,IPC,420
3352,IPC,66D
3353,IPC,379
3354,IPC,454
3354,IPC,457
3355,IPC,420
3356,IPC,498A
3357,IPC,454
3357,IPC,457
3358,IPC,420
3359,IPC,323
3360,IPC,323
3361,IPC,379
3361,IPC,380
3362,IPC,498A
3362,IPC,304B
3363,IPC,354D
3363,IPC,67
3364,IPC,325
3364,IPC,326
3365,IPC,498A
3366,IPC,27
3367,IPC,356
3367,IPC,379
3368,IPC,379
3369,IPC,143
3370,IPC,379
3371,IPC,454
3371,IPC,457
3372,IPC,420
3372,IPC,66D
3373,IPC,356
3373,IPC,379
3374,IPC,379
3374,IPC,380
3375,IPC,420
3375,IPC,66D
3376,IPC,356
3376,IPC,379
3377,IPC,354
3378,IPC,268
3379,IPC,354D
3379,IPC,67
3380,IPC,498A
3380,IPC,304B
3381,IPC,302
3382,IPC,379
3382,IPC,380
3383,IPC,379
3383,IPC,380
3384,IPC,268
3385,IPC,454
3385,IPC,457
3386,IPC,323
3387,IPC,379
3387,IPC,380
3388,IPC,325
3388,IPC,326
3389,IPC,27
3390,IPC,356
3390,IPC,379
3391,IPC,143
3392,IPC,27
3393,IPC,420
3393,IPC,66D
3394,IPC,454
3394,IPC,457
3395,IPC,379
3396,IPC,354
3397,IPC,379
3397,IPC,380
3398,IPC,454
3398,IPC,457
3399,IPC,268
3400,IPC,354
3401,IPC,323
3402,IPC,392
3403,IPC,379
3403,IPC,380
3404,IPC,379
3405,IPC,323
3406,IPC,379
3406,IPC,380
3407,IPC,420
3407,IPC,66D
3408,IPC,420
3408,IPC,66D
3409,IPC,420
3409,IPC,66D
3410,IPC,420
3411,IPC,356
3411,IPC,379
3412,IPC,498A
3413,IPC,354D
3413,IPC,67
3414,IPC,21
3414,IPC,29
3415,IPC,354D
3415,IPC,67
3416,IPC,356
3416,IPC,379
3417,IPC,420
3417,IPC,66D
3418,IPC,354D
3418,IPC,67
3419,IPC,420
3420,IPC,325
3420,IPC,326
3421,IPC,268
3422,IPC,354
3423,IPC,379
3423,IPC,380
3424,IPC,379
3424,IPC,380
3425,IPC,354
3426,IPC,498A
3427,IPC,325
3427,IPC,326
3428,IPC,307
3429,IPC,268
3430,IPC,498A
3430,IPC,304B
3431,IPC,498A
3432,IPC,454
3432,IPC,457
3433,IPC,420
3433,IPC,66D
3434,IPC,307
3435,IPC,143
3436,IPC,323
3437,IPC,379
3437,IPC,380
3438,IPC,307
3439,IPC,354
3440,IPC,420
3440,IPC,66D
3441,IPC,454
3441,IPC,457
3442,IPC,323
3443,IPC,420
3443,IPC,66D
3444,IPC,27
3445,IPC,268
3446,IPC,498A
3447,IPC,420
3447,IPC,66D
3448,IPC,454
3448,IPC,457
3449,IPC,379
3450,IPC,379
3451,IPC,420
3452,IPC,323
3453,IPC,143
3454,IPC,354D
3454,IPC,67
3455,IPC,379
3455,IPC,380
3456,IPC,454
3456,IPC,457
3457,IPC,21
3457,IPC,29
3458,IPC,420
3459,IPC,420
3459,IPC,66D
3460,IPC,143
3461,IPC,379
3461,IPC,380
3462,IPC,420
3462,IPC,66D
3463,IPC,379
3463,IPC,380
3464,IPC,354
3465,IPC,354D
3465,IPC,67
3466,IPC,379
3467,IPC,379
3468,IPC,27
3469,IPC,379
3469,IPC,380
3470,IPC,323
3471,IPC,143
3472,IPC,356
3472,IPC,379
3473,IPC,363
3473,IPC,365
3474,IPC,323
3475,IPC,354D
3475,IPC,67
3476,IPC,498A
3477,IPC,323
3478,IPC,143
3479,IPC,325
3479,IPC,326
3480,IPC,454
3480,IPC,457
3481,IPC,356
3481,IPC,379
3482,IPC,356
3482,IPC,379
3483,IPC,354D
3483,IPC,67
3484,IPC,268
3485,IPC,379
3486,IPC,27
3487,IPC,420
3488,IPC,27
3489,IPC,325
3489,IPC,326
3490,IPC,379
3491,IPC,454
3491,IPC,457
3492,IPC,379
3493,IPC,354
3494,IPC,420
3494,IPC,66D
3495,IPC,420
3496,IPC,323
3497,IPC,323
3498,IPC,147
3498,IPC,148
3499,IPC,147
3499,IPC,148
3500,IPC,498A
3500,IPC,304B
3501,IPC,379
3501,IPC,380
3502,IPC,420
3502,IPC,66D
3503,IPC,354
3504,IPC,498A
3505,IPC,143
3506,IPC,454
3506,IPC,457
3507,IPC,323
3508,IPC,27
3509,IPC,420
3509,IPC,66D
3510,IPC,420
3511,IPC,420
3511,IPC,66D
3512,IPC,379
3513,IPC,392
3514,IPC,323
3515,IPC,323
3516,IPC,498A
3517,IPC,392
3518,IPC,392
3519,IPC,420
3519,IPC,66D
3520,IPC,27
3521,IPC,21
3521,IPC,29
3522,IPC,420
3523,IPC,147
3523,IPC,148
3524,IPC,498A
3525,IPC,323
3526,IPC,379
3527,IPC,379
3527,IPC,380
3528,IPC,454
3528,IPC,457
3529,IPC,498A
3530,IPC,147
3530,IPC,148
3531,IPC,268
3532,IPC,420
3533,IPC,363
3533,IPC,365
3534,IPC,363
3534,IPC,365
3535,IPC,498A
3536,IPC,325
3536,IPC,326
3537,IPC,354
3538,IPC,379
3538,IPC,380
3539,IPC,379
3539,IPC,380
3540,IPC,379
3541,IPC,454
3541,IPC,457
3542,IPC,354
3543,IPC,268
3544,IPC,356
3544,IPC,379
3545,IPC,420
3545,IPC,66D
3546,IPC,498A
3546,IPC,304B
3547,IPC,307
3548,IPC,379
3548,IPC,380
3549,IPC,420
3549,IPC,66D
3550,IPC,323
3551,IPC,498A
3552,IPC,379
3552,IPC,380
3553,IPC,454
3553,IPC,457
3554,IPC,356
3554,IPC,379
3555,IPC,363
3555,IPC,365
3556,IPC,454
3556,IPC,457
3557,IPC,323
3558,IPC,420
3558,IPC,66D
3559,IPC,392
3560,IPC,268
3561,IPC,498A
3561,IPC,304B
3562,IPC,268
3563,IPC,307
3564,IPC,454
3564,IPC,457
3565,IPC,498A
3566,IPC,354
3567,IPC,498A
3568,IPC,27
3569,IPC,454
3569,IPC,457
3570,IPC,498A
3571,IPC,363
3571,IPC,365
3572,IPC,356
3572,IPC,379
3573,IPC,27
3574,IPC,323
3575,IPC,420
3575,IPC,66D
3576,IPC,420
3577,IPC,379
3578,IPC,420
3579,IPC,354
3580,IPC,356
3580,IPC,379
3581,IPC,354D
3581,IPC,67
3582,IPC,420
3582,IPC,66D
3583,IPC,379
3583,IPC,380
3584,IPC,379
3585,IPC,379
3585,IPC,380
3586,IPC,498A
3587,IPC,379
3587,IPC,380
3588,IPC,420
3588,IPC,66D
3589,IPC,420
3589,IPC,66D
3590,IPC,325
3590,IPC,326
3591,IPC,454
3591,IPC,457
3592,IPC,379
3593,IPC,379
3594,IPC,323
3595,IPC,379
3596,IPC,356
3596,IPC,379
3597,IPC,356
3597,IPC,379
3598,IPC,420
3598,IPC,66D
3599,IPC,420
3599,IPC,66D
3600,IPC,420
3600,IPC,66D
3601,IPC,420
3602,IPC,354
3603,IPC,325
3603,IPC,326
3604,IPC,420
3605,IPC,354
3606,IPC,143
3607,IPC,323
3608,IPC,454
3608,IPC,457
3609,IPC,27
3610,IPC,268
3611,IPC,307
3612,IPC,498A
3612,IPC,304B
3613,IPC,143
3614,IPC,379
3614,IPC,380
3615,IPC,27
3616,IPC,143
3617,IPC,454
3617,IPC,457
3618,IPC,325
3618,IPC,326
3619,IPC,420
3619,IPC,66D
3620,IPC,325
3620,IPC,326
3621,IPC,379
3621,IPC,380
3622,IPC,379
3623,IPC,379
3623,IPC,380
3624,IPC,420
3625,IPC,420
3626,IPC,354D
3626,IPC,67
3627,IPC,356
3627,IPC,379
3628,IPC,379
3628,IPC,380
3629,IPC,379
3629,IPC,380
3630,IPC,454
3630,IPC,457
3631,IPC,498A
3632,IPC,379
3633,IPC,454
3633,IPC,457
3634,IPC,454
3634,IPC,457
3635,IPC,420
3635,IPC,66D
3636,IPC,420
3637,IPC,420
3638,IPC,363
3638,IPC,365
3639,IPC,498A
3640,IPC,27
3641,IPC,420
3642,IPC,420
3643,IPC,323
3644,IPC,379
3644,IPC,380
3645,IPC,325
